curr_gen,fitness,genome,min_samples_leaf,min_samples_split,max_features
229,0.7345971563981043,['H1ED15', 'H2DS12', 'H2PF35', 'H1PF5', 'S60L', 'H1DS14', 'H2FS17', 'H1PF14', 'H2GH27', 'H1WP1', 'H1WP10', 'H2FS15', 'H2TO30', 'H2FS8', 'H2FS11', 'H2TO27', 'H2WP4', 'H1PF16', 'H2DS7', 'H2WP9', 'H2TO11', 'H1FS15', 'H2ED16', 'H2PF34', 'H2TO15', 'H2WP9', 'H2FS10', 'H2WP7', 'PA21', 'H1SE4', 'H2FS9', 'H1IR3', 'H2PR5', 'H1TO3', 'H1FS9'],51,3,13
230,0.7345971563981043,['H1ED15', 'H2DS12', 'H2PF35', 'H1PF5', 'S60L', 'H1DS14', 'H2FS17', 'H1PF14', 'H2GH27', 'H1WP1', 'H1WP10', 'H2FS15', 'H2TO30', 'H2FS8', 'H2FS11', 'H2TO27', 'H2WP4', 'H1PF16', 'H2DS7', 'H2WP9', 'H2TO11', 'H1FS15', 'H2ED16', 'H2PF34', 'H2TO15', 'H2WP9', 'H2FS10', 'H2WP7', 'PA21', 'H1SE4', 'H2FS9', 'H1IR3', 'H2PR5', 'H1TO3', 'H1FS9'],51,3,13
231,0.7345971563981043,['H1ED15', 'H2DS12', 'H2PF35', 'H1PF5', 'S60L', 'H1DS14', 'H2FS17', 'H1PF14', 'H2GH27', 'H1WP1', 'H1WP10', 'H2FS15', 'H2TO30', 'H2FS8', 'H2FS11', 'H2TO27', 'H2WP4', 'H1PF16', 'H2DS7', 'H2WP9', 'H2TO11', 'H1FS15', 'H2ED16', 'H2PF34', 'H2TO15', 'H2WP9', 'H2FS10', 'H2WP7', 'PA21', 'H1SE4', 'H2FS9', 'H1IR3', 'H2PR5', 'H1TO3', 'H1FS9'],51,3,13
232,0.7345971563981043,['H1ED15', 'H2DS12', 'H2PF35', 'H1PF5', 'S60L', 'H1DS14', 'H2FS17', 'H1PF14', 'H2GH27', 'H1WP1', 'H1WP10', 'H2FS15', 'H2TO30', 'H2FS8', 'H2FS11', 'H2TO27', 'H2WP4', 'H1PF16', 'H2DS7', 'H2WP9', 'H2TO11', 'H1FS15', 'H2ED16', 'H2PF34', 'H2TO15', 'H2WP9', 'H2FS10', 'H2WP7', 'PA21', 'H1SE4', 'H2FS9', 'H1IR3', 'H2PR5', 'H1TO3', 'H1FS9'],51,3,13
233,0.7345971563981043,['H1ED15', 'H2DS12', 'H2PF35', 'H1PF5', 'S60L', 'H1DS14', 'H2FS17', 'H1PF14', 'H2GH27', 'H1WP1', 'H1WP10', 'H2FS15', 'H2TO30', 'H2FS8', 'H2FS11', 'H2TO27', 'H2WP4', 'H1PF16', 'H2DS7', 'H2WP9', 'H2TO11', 'H1FS15', 'H2ED16', 'H2PF34', 'H2TO15', 'H2WP9', 'H2FS10', 'H2WP7', 'PA21', 'H1SE4', 'H2FS9', 'H1IR3', 'H2PR5', 'H1TO3', 'H1FS9'],51,3,13
234,0.7345971563981043,['H1ED15', 'H2DS12', 'H2PF35', 'H1PF5', 'S60L', 'H1DS14', 'H2FS17', 'H1PF14', 'H2GH27', 'H1WP1', 'H1WP10', 'H2FS15', 'H2TO30', 'H2FS8', 'H2FS11', 'H2TO27', 'H2WP4', 'H1PF16', 'H2DS7', 'H2WP9', 'H2TO11', 'H1FS15', 'H2ED16', 'H2PF34', 'H2TO15', 'H2WP9', 'H2FS10', 'H2WP7', 'PA21', 'H1SE4', 'H2FS9', 'H1IR3', 'H2PR5', 'H1TO3', 'H1FS9'],51,3,13
235,0.7345971563981043,['H1ED15', 'H2DS12', 'H2PF35', 'H1PF5', 'S60L', 'H1DS14', 'H2FS17', 'H1PF14', 'H2GH27', 'H1WP1', 'H1WP10', 'H2FS15', 'H2TO30', 'H2FS8', 'H2FS11', 'H2TO27', 'H2WP4', 'H1PF16', 'H2DS7', 'H2WP9', 'H2TO11', 'H1FS15', 'H2ED16', 'H2PF34', 'H2TO15', 'H2WP9', 'H2FS10', 'H2WP7', 'PA21', 'H1SE4', 'H2FS9', 'H1IR3', 'H2PR5', 'H1TO3', 'H1FS9'],51,3,13
236,0.7345971563981043,['H1ED15', 'H2DS12', 'H2PF35', 'H1PF5', 'S60L', 'H1DS14', 'H2FS17', 'H1PF14', 'H2GH27', 'H1WP1', 'H1WP10', 'H2FS15', 'H2TO30', 'H2FS8', 'H2FS11', 'H2TO27', 'H2WP4', 'H1PF16', 'H2DS7', 'H2WP9', 'H2TO11', 'H1FS15', 'H2ED16', 'H2PF34', 'H2TO15', 'H2WP9', 'H2FS10', 'H2WP7', 'PA21', 'H1SE4', 'H2FS9', 'H1IR3', 'H2PR5', 'H1TO3', 'H1FS9'],51,3,13
237,0.7345971563981043,['H1ED15', 'H2DS12', 'H2PF35', 'H1PF5', 'S60L', 'H1DS14', 'H2FS17', 'H1PF14', 'H2GH27', 'H1WP1', 'H1WP10', 'H2FS15', 'H2TO30', 'H2FS8', 'H2FS11', 'H2TO27', 'H2WP4', 'H1PF16', 'H2DS7', 'H2WP9', 'H2TO11', 'H1FS15', 'H2ED16', 'H2PF34', 'H2TO15', 'H2WP9', 'H2FS10', 'H2WP7', 'PA21', 'H1SE4', 'H2FS9', 'H1IR3', 'H2PR5', 'H1TO3', 'H1FS9'],51,3,13
238,0.7345971563981043,['H1ED15', 'H2DS12', 'H2PF35', 'H1PF5', 'S60L', 'H1DS14', 'H2FS17', 'H1PF14', 'H2GH27', 'H1WP1', 'H1WP10', 'H2FS15', 'H2TO30', 'H2FS8', 'H2FS11', 'H2TO27', 'H2WP4', 'H1PF16', 'H2DS7', 'H2WP9', 'H2TO11', 'H1FS15', 'H2ED16', 'H2PF34', 'H2TO15', 'H2WP9', 'H2FS10', 'H2WP7', 'PA21', 'H1SE4', 'H2FS9', 'H1IR3', 'H2PR5', 'H1TO3', 'H1FS9'],51,3,13
239,0.7345971563981043,['H1ED15', 'H2DS12', 'H2PF35', 'H1PF5', 'S60L', 'H1DS14', 'H2FS17', 'H1PF14', 'H2GH27', 'H1WP1', 'H1WP10', 'H2FS15', 'H2TO30', 'H2FS8', 'H2FS11', 'H2TO27', 'H2WP4', 'H1PF16', 'H2DS7', 'H2WP9', 'H2TO11', 'H1FS15', 'H2ED16', 'H2PF34', 'H2TO15', 'H2WP9', 'H2FS10', 'H2WP7', 'PA21', 'H1SE4', 'H2FS9', 'H1IR3', 'H2PR5', 'H1TO3', 'H1FS9'],51,3,13
240,0.7345971563981043,['H1ED15', 'H2DS12', 'H2PF35', 'H1PF5', 'S60L', 'H1DS14', 'H2FS17', 'H1PF14', 'H2GH27', 'H1WP1', 'H1WP10', 'H2FS15', 'H2TO30', 'H2FS8', 'H2FS11', 'H2TO27', 'H2WP4', 'H1PF16', 'H2DS7', 'H2WP9', 'H2TO11', 'H1FS15', 'H2ED16', 'H2PF34', 'H2TO15', 'H2WP9', 'H2FS10', 'H2WP7', 'PA21', 'H1SE4', 'H2FS9', 'H1IR3', 'H2PR5', 'H1TO3', 'H1FS9'],51,3,13
241,0.7345971563981043,['H1ED15', 'H2DS12', 'H2PF35', 'H1PF5', 'S60L', 'H1DS14', 'H2FS17', 'H1PF14', 'H2GH27', 'H1WP1', 'H1WP10', 'H2FS15', 'H2TO30', 'H2FS8', 'H2FS11', 'H2TO27', 'H2WP4', 'H1PF16', 'H2DS7', 'H2WP9', 'H2TO11', 'H1FS15', 'H2ED16', 'H2PF34', 'H2TO15', 'H2WP9', 'H2FS10', 'H2WP7', 'PA21', 'H1SE4', 'H2FS9', 'H1IR3', 'H2PR5', 'H1TO3', 'H1FS9'],51,3,13
242,0.7345971563981043,['H1ED15', 'H2DS12', 'H2PF35', 'H1PF5', 'S60L', 'H1DS14', 'H2FS17', 'H1PF14', 'H2GH27', 'H1WP1', 'H1WP10', 'H2FS15', 'H2TO30', 'H2FS8', 'H2FS11', 'H2TO27', 'H2WP4', 'H1PF16', 'H2DS7', 'H2WP9', 'H2TO11', 'H1FS15', 'H2ED16', 'H2PF34', 'H2TO15', 'H2WP9', 'H2FS10', 'H2WP7', 'PA21', 'H1SE4', 'H2FS9', 'H1IR3', 'H2PR5', 'H1TO3', 'H1FS9'],51,3,13
243,0.7345971563981043,['H1ED15', 'H2DS12', 'H2PF35', 'H1PF5', 'S60L', 'H1DS14', 'H2FS17', 'H1PF14', 'H2GH27', 'H1WP1', 'H1WP10', 'H2FS15', 'H2TO30', 'H2FS8', 'H2FS11', 'H2TO27', 'H2WP4', 'H1PF16', 'H2DS7', 'H2WP9', 'H2TO11', 'H1FS15', 'H2ED16', 'H2PF34', 'H2TO15', 'H2WP9', 'H2FS10', 'H2WP7', 'PA21', 'H1SE4', 'H2FS9', 'H1IR3', 'H2PR5', 'H1TO3', 'H1FS9'],51,3,13
244,0.7345971563981043,['H1ED15', 'H2DS12', 'H2PF35', 'H1PF5', 'S60L', 'H1DS14', 'H2FS17', 'H1PF14', 'H2GH27', 'H1WP1', 'H1WP10', 'H2FS15', 'H2TO30', 'H2FS8', 'H2FS11', 'H2TO27', 'H2WP4', 'H1PF16', 'H2DS7', 'H2WP9', 'H2TO11', 'H1FS15', 'H2ED16', 'H2PF34', 'H2TO15', 'H2WP9', 'H2FS10', 'H2WP7', 'PA21', 'H1SE4', 'H2FS9', 'H1IR3', 'H2PR5', 'H1TO3', 'H1FS9'],51,3,13
245,0.7345971563981043,['H1ED15', 'H2DS12', 'H2PF35', 'H1PF5', 'S60L', 'H1DS14', 'H2FS17', 'H1PF14', 'H2GH27', 'H1WP1', 'H1WP10', 'H2FS15', 'H2TO30', 'H2FS8', 'H2FS11', 'H2TO27', 'H2WP4', 'H1PF16', 'H2DS7', 'H2WP9', 'H2TO11', 'H1FS15', 'H2ED16', 'H2PF34', 'H2TO15', 'H2WP9', 'H2FS10', 'H2WP7', 'PA21', 'H1SE4', 'H2FS9', 'H1IR3', 'H2PR5', 'H1TO3', 'H1FS9'],51,3,13
246,0.7345971563981043,['H1ED15', 'H2DS12', 'H2PF35', 'H1PF5', 'S60L', 'H1DS14', 'H2FS17', 'H1PF14', 'H2GH27', 'H1WP1', 'H1WP10', 'H2FS15', 'H2TO30', 'H2FS8', 'H2FS11', 'H2TO27', 'H2WP4', 'H1PF16', 'H2DS7', 'H2WP9', 'H2TO11', 'H1FS15', 'H2ED16', 'H2PF34', 'H2TO15', 'H2WP9', 'H2FS10', 'H2WP7', 'PA21', 'H1SE4', 'H2FS9', 'H1IR3', 'H2PR5', 'H1TO3', 'H1FS9'],51,3,13
247,0.7345971563981043,['H1ED15', 'H2DS12', 'H2PF35', 'H1PF5', 'S60L', 'H1DS14', 'H2FS17', 'H1PF14', 'H2GH27', 'H1WP1', 'H1WP10', 'H2FS15', 'H2TO30', 'H2FS8', 'H2FS11', 'H2TO27', 'H2WP4', 'H1PF16', 'H2DS7', 'H2WP9', 'H2TO11', 'H1FS15', 'H2ED16', 'H2PF34', 'H2TO15', 'H2WP9', 'H2FS10', 'H2WP7', 'PA21', 'H1SE4', 'H2FS9', 'H1IR3', 'H2PR5', 'H1TO3', 'H1FS9'],51,3,13
248,0.7345971563981043,['H1ED15', 'H2DS12', 'H2PF35', 'H1PF5', 'S60L', 'H1DS14', 'H2FS17', 'H1PF14', 'H2GH27', 'H1WP1', 'H1WP10', 'H2FS15', 'H2TO30', 'H2FS8', 'H2FS11', 'H2TO27', 'H2WP4', 'H1PF16', 'H2DS7', 'H2WP9', 'H2TO11', 'H1FS15', 'H2ED16', 'H2PF34', 'H2TO15', 'H2WP9', 'H2FS10', 'H2WP7', 'PA21', 'H1SE4', 'H2FS9', 'H1IR3', 'H2PR5', 'H1TO3', 'H1FS9'],51,3,13
249,0.7345971563981043,['H1ED15', 'H2DS12', 'H2PF35', 'H1PF5', 'S60L', 'H1DS14', 'H2FS17', 'H1PF14', 'H2GH27', 'H1WP1', 'H1WP10', 'H2FS15', 'H2TO30', 'H2FS8', 'H2FS11', 'H2TO27', 'H2WP4', 'H1PF16', 'H2DS7', 'H2WP9', 'H2TO11', 'H1FS15', 'H2ED16', 'H2PF34', 'H2TO15', 'H2WP9', 'H2FS10', 'H2WP7', 'PA21', 'H1SE4', 'H2FS9', 'H1IR3', 'H2PR5', 'H1TO3', 'H1FS9'],51,3,13
250,0.7345971563981043,['H1ED15', 'H2DS12', 'H2PF35', 'H1PF5', 'S60L', 'H1DS14', 'H2FS17', 'H1PF14', 'H2GH27', 'H1WP1', 'H1WP10', 'H2FS15', 'H2TO30', 'H2FS8', 'H2FS11', 'H2TO27', 'H2WP4', 'H1PF16', 'H2DS7', 'H2WP9', 'H2TO11', 'H1FS15', 'H2ED16', 'H2PF34', 'H2TO15', 'H2WP9', 'H2FS10', 'H2WP7', 'PA21', 'H1SE4', 'H2FS9', 'H1IR3', 'H2PR5', 'H1TO3', 'H1FS9'],51,3,13
251,0.7345971563981043,['H1ED15', 'H2DS12', 'H2PF35', 'H1PF5', 'S60L', 'H1DS14', 'H2FS17', 'H1PF14', 'H2GH27', 'H1WP1', 'H1WP10', 'H2FS15', 'H2TO30', 'H2FS8', 'H2FS11', 'H2TO27', 'H2WP4', 'H1PF16', 'H2DS7', 'H2WP9', 'H2TO11', 'H1FS15', 'H2ED16', 'H2PF34', 'H2TO15', 'H2WP9', 'H2FS10', 'H2WP7', 'PA21', 'H1SE4', 'H2FS9', 'H1IR3', 'H2PR5', 'H1TO3', 'H1FS9'],51,3,13
252,0.7345971563981043,['H1ED15', 'H2DS12', 'H2PF35', 'H1PF5', 'S60L', 'H1DS14', 'H2FS17', 'H1PF14', 'H2GH27', 'H1WP1', 'H1WP10', 'H2FS15', 'H2TO30', 'H2FS8', 'H2FS11', 'H2TO27', 'H2WP4', 'H1PF16', 'H2DS7', 'H2WP9', 'H2TO11', 'H1FS15', 'H2ED16', 'H2PF34', 'H2TO15', 'H2WP9', 'H2FS10', 'H2WP7', 'PA21', 'H1SE4', 'H2FS9', 'H1IR3', 'H2PR5', 'H1TO3', 'H1FS9'],51,3,13
253,0.7345971563981043,['H1ED15', 'H2DS12', 'H2PF35', 'H1PF5', 'S60L', 'H1DS14', 'H2FS17', 'H1PF14', 'H2GH27', 'H1WP1', 'H1WP10', 'H2FS15', 'H2TO30', 'H2FS8', 'H2FS11', 'H2TO27', 'H2WP4', 'H1PF16', 'H2DS7', 'H2WP9', 'H2TO11', 'H1FS15', 'H2ED16', 'H2PF34', 'H2TO15', 'H2WP9', 'H2FS10', 'H2WP7', 'PA21', 'H1SE4', 'H2FS9', 'H1IR3', 'H2PR5', 'H1TO3', 'H1FS9'],51,3,13
254,0.7345971563981043,['H1ED15', 'H2DS12', 'H2PF35', 'H1PF5', 'S60L', 'H1DS14', 'H2FS17', 'H1PF14', 'H2GH27', 'H1WP1', 'H1WP10', 'H2FS15', 'H2TO30', 'H2FS8', 'H2FS11', 'H2TO27', 'H2WP4', 'H1PF16', 'H2DS7', 'H2WP9', 'H2TO11', 'H1FS15', 'H2ED16', 'H2PF34', 'H2TO15', 'H2WP9', 'H2FS10', 'H2WP7', 'PA21', 'H1SE4', 'H2FS9', 'H1IR3', 'H2PR5', 'H1TO3', 'H1FS9'],51,3,13
255,0.7345971563981043,['H1ED15', 'H2DS12', 'H2PF35', 'H1PF5', 'S60L', 'H1DS14', 'H2FS17', 'H1PF14', 'H2GH27', 'H1WP1', 'H1WP10', 'H2FS15', 'H2TO30', 'H2FS8', 'H2FS11', 'H2TO27', 'H2WP4', 'H1PF16', 'H2DS7', 'H2WP9', 'H2TO11', 'H1FS15', 'H2ED16', 'H2PF34', 'H2TO15', 'H2WP9', 'H2FS10', 'H2WP7', 'PA21', 'H1SE4', 'H2FS9', 'H1IR3', 'H2PR5', 'H1TO3', 'H1FS9'],51,3,13
256,0.7345971563981043,['H1ED15', 'H2DS12', 'H2PF35', 'H1PF5', 'S60L', 'H1DS14', 'H2FS17', 'H1PF14', 'H2GH27', 'H1WP1', 'H1WP10', 'H2FS15', 'H2TO30', 'H2FS8', 'H2FS11', 'H2TO27', 'H2WP4', 'H1PF16', 'H2DS7', 'H2WP9', 'H2TO11', 'H1FS15', 'H2ED16', 'H2PF34', 'H2TO15', 'H2WP9', 'H2FS10', 'H2WP7', 'PA21', 'H1SE4', 'H2FS9', 'H1IR3', 'H2PR5', 'H1TO3', 'H1FS9'],51,3,13
257,0.7345971563981043,['H1ED15', 'H2DS12', 'H2PF35', 'H1PF5', 'S60L', 'H1DS14', 'H2FS17', 'H1PF14', 'H2GH27', 'H1WP1', 'H1WP10', 'H2FS15', 'H2TO30', 'H2FS8', 'H2FS11', 'H2TO27', 'H2WP4', 'H1PF16', 'H2DS7', 'H2WP9', 'H2TO11', 'H1FS15', 'H2ED16', 'H2PF34', 'H2TO15', 'H2WP9', 'H2FS10', 'H2WP7', 'PA21', 'H1SE4', 'H2FS9', 'H1IR3', 'H2PR5', 'H1TO3', 'H1FS9'],51,3,13
258,0.7345971563981043,['H1ED15', 'H2DS12', 'H2PF35', 'H1PF5', 'S60L', 'H1DS14', 'H2FS17', 'H1PF14', 'H2GH27', 'H1WP1', 'H1WP10', 'H2FS15', 'H2TO30', 'H2FS8', 'H2FS11', 'H2TO27', 'H2WP4', 'H1PF16', 'H2DS7', 'H2WP9', 'H2TO11', 'H1FS15', 'H2ED16', 'H2PF34', 'H2TO15', 'H2WP9', 'H2FS10', 'H2WP7', 'PA21', 'H1SE4', 'H2FS9', 'H1IR3', 'H2PR5', 'H1TO3', 'H1FS9'],51,3,13
259,0.7345971563981043,['H1ED15', 'H2DS12', 'H2PF35', 'H1PF5', 'S60L', 'H1DS14', 'H2FS17', 'H1PF14', 'H2GH27', 'H1WP1', 'H1WP10', 'H2FS15', 'H2TO30', 'H2FS8', 'H2FS11', 'H2TO27', 'H2WP4', 'H1PF16', 'H2DS7', 'H2WP9', 'H2TO11', 'H1FS15', 'H2ED16', 'H2PF34', 'H2TO15', 'H2WP9', 'H2FS10', 'H2WP7', 'PA21', 'H1SE4', 'H2FS9', 'H1IR3', 'H2PR5', 'H1TO3', 'H1FS9'],51,3,13
260,0.7345971563981043,['H1ED15', 'H2DS12', 'H2PF35', 'H1PF5', 'S60L', 'H1DS14', 'H2FS17', 'H1PF14', 'H2GH27', 'H1WP1', 'H1WP10', 'H2FS15', 'H2TO30', 'H2FS8', 'H2FS11', 'H2TO27', 'H2WP4', 'H1PF16', 'H2DS7', 'H2WP9', 'H2TO11', 'H1FS15', 'H2ED16', 'H2PF34', 'H2TO15', 'H2WP9', 'H2FS10', 'H2WP7', 'PA21', 'H1SE4', 'H2FS9', 'H1IR3', 'H2PR5', 'H1TO3', 'H1FS9'],51,3,13
261,0.7345971563981043,['H1ED15', 'H2DS12', 'H2PF35', 'H1PF5', 'S60L', 'H1DS14', 'H2FS17', 'H1PF14', 'H2GH27', 'H1WP1', 'H1WP10', 'H2FS15', 'H2TO30', 'H2FS8', 'H2FS11', 'H2TO27', 'H2WP4', 'H1PF16', 'H2DS7', 'H2WP9', 'H2TO11', 'H1FS15', 'H2ED16', 'H2PF34', 'H2TO15', 'H2WP9', 'H2FS10', 'H2WP7', 'PA21', 'H1SE4', 'H2FS9', 'H1IR3', 'H2PR5', 'H1TO3', 'H1FS9'],51,3,13
262,0.7345971563981043,['H1ED15', 'H2DS12', 'H2PF35', 'H1PF5', 'S60L', 'H1DS14', 'H2FS17', 'H1PF14', 'H2GH27', 'H1WP1', 'H1WP10', 'H2FS15', 'H2TO30', 'H2FS8', 'H2FS11', 'H2TO27', 'H2WP4', 'H1PF16', 'H2DS7', 'H2WP9', 'H2TO11', 'H1FS15', 'H2ED16', 'H2PF34', 'H2TO15', 'H2WP9', 'H2FS10', 'H2WP7', 'PA21', 'H1SE4', 'H2FS9', 'H1IR3', 'H2PR5', 'H1TO3', 'H1FS9'],51,3,13
263,0.7345971563981043,['H1ED15', 'H2DS12', 'H2PF35', 'H1PF5', 'S60L', 'H1DS14', 'H2FS17', 'H1PF14', 'H2GH27', 'H1WP1', 'H1WP10', 'H2FS15', 'H2TO30', 'H2FS8', 'H2FS11', 'H2TO27', 'H2WP4', 'H1PF16', 'H2DS7', 'H2WP9', 'H2TO11', 'H1FS15', 'H2ED16', 'H2PF34', 'H2TO15', 'H2WP9', 'H2FS10', 'H2WP7', 'PA21', 'H1SE4', 'H2FS9', 'H1IR3', 'H2PR5', 'H1TO3', 'H1FS9'],51,3,13
264,0.7345971563981043,['H1ED15', 'H2DS12', 'H2PF35', 'H1PF5', 'S60L', 'H1DS14', 'H2FS17', 'H1PF14', 'H2GH27', 'H1WP1', 'H1WP10', 'H2FS15', 'H2TO30', 'H2FS8', 'H2FS11', 'H2TO27', 'H2WP4', 'H1PF16', 'H2DS7', 'H2WP9', 'H2TO11', 'H1FS15', 'H2ED16', 'H2PF34', 'H2TO15', 'H2WP9', 'H2FS10', 'H2WP7', 'PA21', 'H1SE4', 'H2FS9', 'H1IR3', 'H2PR5', 'H1TO3', 'H1FS9'],51,3,13
265,0.7345971563981043,['H1ED15', 'H2DS12', 'H2PF35', 'H1PF5', 'S60L', 'H1DS14', 'H2FS17', 'H1PF14', 'H2GH27', 'H1WP1', 'H1WP10', 'H2FS15', 'H2TO30', 'H2FS8', 'H2FS11', 'H2TO27', 'H2WP4', 'H1PF16', 'H2DS7', 'H2WP9', 'H2TO11', 'H1FS15', 'H2ED16', 'H2PF34', 'H2TO15', 'H2WP9', 'H2FS10', 'H2WP7', 'PA21', 'H1SE4', 'H2FS9', 'H1IR3', 'H2PR5', 'H1TO3', 'H1FS9'],51,3,13
266,0.7345971563981043,['H1ED15', 'H2DS12', 'H2PF35', 'H1PF5', 'S60L', 'H1DS14', 'H2FS17', 'H1PF14', 'H2GH27', 'H1WP1', 'H1WP10', 'H2FS15', 'H2TO30', 'H2FS8', 'H2FS11', 'H2TO27', 'H2WP4', 'H1PF16', 'H2DS7', 'H2WP9', 'H2TO11', 'H1FS15', 'H2ED16', 'H2PF34', 'H2TO15', 'H2WP9', 'H2FS10', 'H2WP7', 'PA21', 'H1SE4', 'H2FS9', 'H1IR3', 'H2PR5', 'H1TO3', 'H1FS9'],51,3,13
267,0.7345971563981043,['H1ED15', 'H2DS12', 'H2PF35', 'H1PF5', 'S60L', 'H1DS14', 'H2FS17', 'H1PF14', 'H2GH27', 'H1WP1', 'H1WP10', 'H2FS15', 'H2TO30', 'H2FS8', 'H2FS11', 'H2TO27', 'H2WP4', 'H1PF16', 'H2DS7', 'H2WP9', 'H2TO11', 'H1FS15', 'H2ED16', 'H2PF34', 'H2TO15', 'H2WP9', 'H2FS10', 'H2WP7', 'PA21', 'H1SE4', 'H2FS9', 'H1IR3', 'H2PR5', 'H1TO3', 'H1FS9'],51,3,13
268,0.7345971563981043,['H1ED15', 'H2DS12', 'H2PF35', 'H1PF5', 'S60L', 'H1DS14', 'H2FS17', 'H1PF14', 'H2GH27', 'H1WP1', 'H1WP10', 'H2FS15', 'H2TO30', 'H2FS8', 'H2FS11', 'H2TO27', 'H2WP4', 'H1PF16', 'H2DS7', 'H2WP9', 'H2TO11', 'H1FS15', 'H2ED16', 'H2PF34', 'H2TO15', 'H2WP9', 'H2FS10', 'H2WP7', 'PA21', 'H1SE4', 'H2FS9', 'H1IR3', 'H2PR5', 'H1TO3', 'H1FS9'],51,3,13
269,0.7345971563981043,['H1ED15', 'H2DS12', 'H2PF35', 'H1PF5', 'S60L', 'H1DS14', 'H2FS17', 'H1PF14', 'H2GH27', 'H1WP1', 'H1WP10', 'H2FS15', 'H2TO30', 'H2FS8', 'H2FS11', 'H2TO27', 'H2WP4', 'H1PF16', 'H2DS7', 'H2WP9', 'H2TO11', 'H1FS15', 'H2ED16', 'H2PF34', 'H2TO15', 'H2WP9', 'H2FS10', 'H2WP7', 'PA21', 'H1SE4', 'H2FS9', 'H1IR3', 'H2PR5', 'H1TO3', 'H1FS9'],51,3,13
270,0.7345971563981043,['H1ED15', 'H2DS12', 'H2PF35', 'H1PF5', 'S60L', 'H1DS14', 'H2FS17', 'H1PF14', 'H2GH27', 'H1WP1', 'H1WP10', 'H2FS15', 'H2TO30', 'H2FS8', 'H2FS11', 'H2TO27', 'H2WP4', 'H1PF16', 'H2DS7', 'H2WP9', 'H2TO11', 'H1FS15', 'H2ED16', 'H2PF34', 'H2TO15', 'H2WP9', 'H2FS10', 'H2WP7', 'PA21', 'H1SE4', 'H2FS9', 'H1IR3', 'H2PR5', 'H1TO3', 'H1FS9'],51,3,13
271,0.7345971563981043,['H1ED15', 'H2DS12', 'H2PF35', 'H1PF5', 'S60L', 'H1DS14', 'H2FS17', 'H1PF14', 'H2GH27', 'H1WP1', 'H1WP10', 'H2FS15', 'H2TO30', 'H2FS8', 'H2FS11', 'H2TO27', 'H2WP4', 'H1PF16', 'H2DS7', 'H2WP9', 'H2TO11', 'H1FS15', 'H2ED16', 'H2PF34', 'H2TO15', 'H2WP9', 'H2FS10', 'H2WP7', 'PA21', 'H1SE4', 'H2FS9', 'H1IR3', 'H2PR5', 'H1TO3', 'H1FS9'],51,3,13
272,0.7345971563981043,['H1ED15', 'H2DS12', 'H2PF35', 'H1PF5', 'S60L', 'H1DS14', 'H2FS17', 'H1PF14', 'H2GH27', 'H1WP1', 'H1WP10', 'H2FS15', 'H2TO30', 'H2FS8', 'H2FS11', 'H2TO27', 'H2WP4', 'H1PF16', 'H2DS7', 'H2WP9', 'H2TO11', 'H1FS15', 'H2ED16', 'H2PF34', 'H2TO15', 'H2WP9', 'H2FS10', 'H2WP7', 'PA21', 'H1SE4', 'H2FS9', 'H1IR3', 'H2PR5', 'H1TO3', 'H1FS9'],51,3,13
273,0.7345971563981043,['H1ED15', 'H2DS12', 'H2PF35', 'H1PF5', 'S60L', 'H1DS14', 'H2FS17', 'H1PF14', 'H2GH27', 'H1WP1', 'H1WP10', 'H2FS15', 'H2TO30', 'H2FS8', 'H2FS11', 'H2TO27', 'H2WP4', 'H1PF16', 'H2DS7', 'H2WP9', 'H2TO11', 'H1FS15', 'H2ED16', 'H2PF34', 'H2TO15', 'H2WP9', 'H2FS10', 'H2WP7', 'PA21', 'H1SE4', 'H2FS9', 'H1IR3', 'H2PR5', 'H1TO3', 'H1FS9'],51,3,13
274,0.7345971563981043,['H1ED15', 'H2DS12', 'H2PF35', 'H1PF5', 'S60L', 'H1DS14', 'H2FS17', 'H1PF14', 'H2GH27', 'H1WP1', 'H1WP10', 'H2FS15', 'H2TO30', 'H2FS8', 'H2FS11', 'H2TO27', 'H2WP4', 'H1PF16', 'H2DS7', 'H2WP9', 'H2TO11', 'H1FS15', 'H2ED16', 'H2PF34', 'H2TO15', 'H2WP9', 'H2FS10', 'H2WP7', 'PA21', 'H1SE4', 'H2FS9', 'H1IR3', 'H2PR5', 'H1TO3', 'H1FS9'],51,3,13
275,0.7345971563981043,['H1ED15', 'H2DS12', 'H2PF35', 'H1PF5', 'S60L', 'H1DS14', 'H2FS17', 'H1PF14', 'H2GH27', 'H1WP1', 'H1WP10', 'H2FS15', 'H2TO30', 'H2FS8', 'H2FS11', 'H2TO27', 'H2WP4', 'H1PF16', 'H2DS7', 'H2WP9', 'H2TO11', 'H1FS15', 'H2ED16', 'H2PF34', 'H2TO15', 'H2WP9', 'H2FS10', 'H2WP7', 'PA21', 'H1SE4', 'H2FS9', 'H1IR3', 'H2PR5', 'H1TO3', 'H1FS9'],51,3,13
