curr_gen,fitness,genome,min_samples_leaf,min_samples_split,max_features
168,0.731042654028436,['H2TO30', 'H1TO3', 'H2TO1', 'H2TO27', 'H2ED15', 'H2DS9', 'H1DS12', 'S59E', 'H2GH27', 'H1DS8', 'H1ED19', 'PA21', 'H2PF21', 'H2TO15', 'PA56', 'S62E', 'H1TO9', 'H1TS3', 'H2WP5', 'H2DS1', 'H2TO30', 'H2PF15', 'H2PF9', 'H1GH22', 'H2WP2', 'H2DS12', 'H2DS3', 'H1PF8', 'H2PF17', 'S45C', 'H2PF21', 'H1ED15', 'H2DS5', 'H2FV7', 'H2GH27', 'S60O', 'H2FS13', 'H1DS15', 'H2PF22', 'H1TO12'],65,46,14
169,0.731042654028436,['H2TO30', 'H1TO3', 'H2TO1', 'H2TO27', 'H2ED15', 'H2DS9', 'H1DS12', 'S59E', 'H2GH27', 'H1DS8', 'H1ED19', 'PA21', 'H2PF21', 'H2TO15', 'PA56', 'S62E', 'H1TO9', 'H1TS3', 'H2WP5', 'H2DS1', 'H2TO30', 'H2PF15', 'H2PF9', 'H1GH22', 'H2WP2', 'H2DS12', 'H2DS3', 'H1PF8', 'H2PF17', 'S45C', 'H2PF21', 'H1ED15', 'H2DS5', 'H2FV7', 'H2GH27', 'S60O', 'H2FS13', 'H1DS15', 'H2PF22', 'H1TO12'],65,46,14
170,0.731042654028436,['H2TO30', 'H1TO3', 'H2TO1', 'H2TO27', 'H2ED15', 'H2DS9', 'H1DS12', 'S59E', 'H2GH27', 'H1DS8', 'H1ED19', 'PA21', 'H2PF21', 'H2TO15', 'PA56', 'S62E', 'H1TO9', 'H1TS3', 'H2WP5', 'H2DS1', 'H2TO30', 'H2PF15', 'H2PF9', 'H1GH22', 'H2WP2', 'H2DS12', 'H2DS3', 'H1PF8', 'H2PF17', 'S45C', 'H2PF21', 'H1ED15', 'H2DS5', 'H2FV7', 'H2GH27', 'S60O', 'H2FS13', 'H1DS15', 'H2PF22', 'H1TO12'],65,46,14
171,0.731042654028436,['H2TO30', 'H1TO3', 'H2TO1', 'H2TO27', 'H2ED15', 'H2DS9', 'H1DS12', 'S59E', 'H2GH27', 'H1DS8', 'H1ED19', 'PA21', 'H2PF21', 'H2TO15', 'PA56', 'S62E', 'H1TO9', 'H1TS3', 'H2WP5', 'H2DS1', 'H2TO30', 'H2PF15', 'H2PF9', 'H1GH22', 'H2WP2', 'H2DS12', 'H2DS3', 'H1PF8', 'H2PF17', 'S45C', 'H2PF21', 'H1ED15', 'H2DS5', 'H2FV7', 'H2GH27', 'S60O', 'H2FS13', 'H1DS15', 'H2PF22', 'H1TO12'],65,46,14
172,0.731042654028436,['H2TO30', 'H1TO3', 'H2TO1', 'H2TO27', 'H2ED15', 'H2DS9', 'H1DS12', 'S59E', 'H2GH27', 'H1DS8', 'H1ED19', 'PA21', 'H2PF21', 'H2TO15', 'PA56', 'S62E', 'H1TO9', 'H1TS3', 'H2WP5', 'H2DS1', 'H2TO30', 'H2PF15', 'H2PF9', 'H1GH22', 'H2WP2', 'H2DS12', 'H2DS3', 'H1PF8', 'H2PF17', 'S45C', 'H2PF21', 'H1ED15', 'H2DS5', 'H2FV7', 'H2GH27', 'S60O', 'H2FS13', 'H1DS15', 'H2PF22', 'H1TO12'],65,46,14
173,0.731042654028436,['H2TO30', 'H1TO3', 'H2TO1', 'H2TO27', 'H2ED15', 'H2DS9', 'H1DS12', 'S59E', 'H2GH27', 'H1DS8', 'H1ED19', 'PA21', 'H2PF21', 'H2TO15', 'PA56', 'S62E', 'H1TO9', 'H1TS3', 'H2WP5', 'H2DS1', 'H2TO30', 'H2PF15', 'H2PF9', 'H1GH22', 'H2WP2', 'H2DS12', 'H2DS3', 'H1PF8', 'H2PF17', 'S45C', 'H2PF21', 'H1ED15', 'H2DS5', 'H2FV7', 'H2GH27', 'S60O', 'H2FS13', 'H1DS15', 'H2PF22', 'H1TO12'],65,46,14
174,0.731042654028436,['H2TO30', 'H1TO3', 'H2TO1', 'H2TO27', 'H2ED15', 'H2DS9', 'H1DS12', 'S59E', 'H2GH27', 'H1DS8', 'H1ED19', 'PA21', 'H2PF21', 'H2TO15', 'PA56', 'S62E', 'H1TO9', 'H1TS3', 'H2WP5', 'H2DS1', 'H2TO30', 'H2PF15', 'H2PF9', 'H1GH22', 'H2WP2', 'H2DS12', 'H2DS3', 'H1PF8', 'H2PF17', 'S45C', 'H2PF21', 'H1ED15', 'H2DS5', 'H2FV7', 'H2GH27', 'S60O', 'H2FS13', 'H1DS15', 'H2PF22', 'H1TO12'],65,46,14
175,0.731042654028436,['H2TO30', 'H1TO3', 'H2TO1', 'H2TO27', 'H2ED15', 'H2DS9', 'H1DS12', 'S59E', 'H2GH27', 'H1DS8', 'H1ED19', 'PA21', 'H2PF21', 'H2TO15', 'PA56', 'S62E', 'H1TO9', 'H1TS3', 'H2WP5', 'H2DS1', 'H2TO30', 'H2PF15', 'H2PF9', 'H1GH22', 'H2WP2', 'H2DS12', 'H2DS3', 'H1PF8', 'H2PF17', 'S45C', 'H2PF21', 'H1ED15', 'H2DS5', 'H2FV7', 'H2GH27', 'S60O', 'H2FS13', 'H1DS15', 'H2PF22', 'H1TO12'],65,46,14
176,0.731042654028436,['H2TO30', 'H1TO3', 'H2TO1', 'H2TO27', 'H2ED15', 'H2DS9', 'H1DS12', 'S59E', 'H2GH27', 'H1DS8', 'H1ED19', 'PA21', 'H2PF21', 'H2TO15', 'PA56', 'S62E', 'H1TO9', 'H1TS3', 'H2WP5', 'H2DS1', 'H2TO30', 'H2PF15', 'H2PF9', 'H1GH22', 'H2WP2', 'H2DS12', 'H2DS3', 'H1PF8', 'H2PF17', 'S45C', 'H2PF21', 'H1ED15', 'H2DS5', 'H2FV7', 'H2GH27', 'S60O', 'H2FS13', 'H1DS15', 'H2PF22', 'H1TO12'],65,46,14
177,0.731042654028436,['H2TO30', 'H1TO3', 'H2TO1', 'H2TO27', 'H2ED15', 'H2DS9', 'H1DS12', 'S59E', 'H2GH27', 'H1DS8', 'H1ED19', 'PA21', 'H2PF21', 'H2TO15', 'PA56', 'S62E', 'H1TO9', 'H1TS3', 'H2WP5', 'H2DS1', 'H2TO30', 'H2PF15', 'H2PF9', 'H1GH22', 'H2WP2', 'H2DS12', 'H2DS3', 'H1PF8', 'H2PF17', 'S45C', 'H2PF21', 'H1ED15', 'H2DS5', 'H2FV7', 'H2GH27', 'S60O', 'H2FS13', 'H1DS15', 'H2PF22', 'H1TO12'],65,46,14
178,0.731042654028436,['H2TO30', 'H1TO3', 'H2TO1', 'H2TO27', 'H2ED15', 'H2DS9', 'H1DS12', 'S59E', 'H2GH27', 'H1DS8', 'H1ED19', 'PA21', 'H2PF21', 'H2TO15', 'PA56', 'S62E', 'H1TO9', 'H1TS3', 'H2WP5', 'H2DS1', 'H2TO30', 'H2PF15', 'H2PF9', 'H1GH22', 'H2WP2', 'H2DS12', 'H2DS3', 'H1PF8', 'H2PF17', 'S45C', 'H2PF21', 'H1ED15', 'H2DS5', 'H2FV7', 'H2GH27', 'S60O', 'H2FS13', 'H1DS15', 'H2PF22', 'H1TO12'],65,46,14
179,0.731042654028436,['H2TO30', 'H1TO3', 'H2TO1', 'H2TO27', 'H2ED15', 'H2DS9', 'H1DS12', 'S59E', 'H2GH27', 'H1DS8', 'H1ED19', 'PA21', 'H2PF21', 'H2TO15', 'PA56', 'S62E', 'H1TO9', 'H1TS3', 'H2WP5', 'H2DS1', 'H2TO30', 'H2PF15', 'H2PF9', 'H1GH22', 'H2WP2', 'H2DS12', 'H2DS3', 'H1PF8', 'H2PF17', 'S45C', 'H2PF21', 'H1ED15', 'H2DS5', 'H2FV7', 'H2GH27', 'S60O', 'H2FS13', 'H1DS15', 'H2PF22', 'H1TO12'],65,46,14
180,0.731042654028436,['H2TO30', 'H1TO3', 'H2TO1', 'H2TO27', 'H2ED15', 'H2DS9', 'H1DS12', 'S59E', 'H2GH27', 'H1DS8', 'H1ED19', 'PA21', 'H2PF21', 'H2TO15', 'PA56', 'S62E', 'H1TO9', 'H1TS3', 'H2WP5', 'H2DS1', 'H2TO30', 'H2PF15', 'H2PF9', 'H1GH22', 'H2WP2', 'H2DS12', 'H2DS3', 'H1PF8', 'H2PF17', 'S45C', 'H2PF21', 'H1ED15', 'H2DS5', 'H2FV7', 'H2GH27', 'S60O', 'H2FS13', 'H1DS15', 'H2PF22', 'H1TO12'],65,46,14
181,0.731042654028436,['H2TO30', 'H1TO3', 'H2TO1', 'H2TO27', 'H2ED15', 'H2DS9', 'H1DS12', 'S59E', 'H2GH27', 'H1DS8', 'H1ED19', 'PA21', 'H2PF21', 'H2TO15', 'PA56', 'S62E', 'H1TO9', 'H1TS3', 'H2WP5', 'H2DS1', 'H2TO30', 'H2PF15', 'H2PF9', 'H1GH22', 'H2WP2', 'H2DS12', 'H2DS3', 'H1PF8', 'H2PF17', 'S45C', 'H2PF21', 'H1ED15', 'H2DS5', 'H2FV7', 'H2GH27', 'S60O', 'H2FS13', 'H1DS15', 'H2PF22', 'H1TO12'],65,46,14
182,0.731042654028436,['H2TO30', 'H1TO3', 'H2TO1', 'H2TO27', 'H2ED15', 'H2DS9', 'H1DS12', 'S59E', 'H2GH27', 'H1DS8', 'H1ED19', 'PA21', 'H2PF21', 'H2TO15', 'PA56', 'S62E', 'H1TO9', 'H1TS3', 'H2WP5', 'H2DS1', 'H2TO30', 'H2PF15', 'H2PF9', 'H1GH22', 'H2WP2', 'H2DS12', 'H2DS3', 'H1PF8', 'H2PF17', 'S45C', 'H2PF21', 'H1ED15', 'H2DS5', 'H2FV7', 'H2GH27', 'S60O', 'H2FS13', 'H1DS15', 'H2PF22', 'H1TO12'],65,46,14
183,0.731042654028436,['H2TO30', 'H1TO3', 'H2TO1', 'H2TO27', 'H2ED15', 'H2DS9', 'H1DS12', 'S59E', 'H2GH27', 'H1DS8', 'H1ED19', 'PA21', 'H2PF21', 'H2TO15', 'PA56', 'S62E', 'H1TO9', 'H1TS3', 'H2WP5', 'H2DS1', 'H2TO30', 'H2PF15', 'H2PF9', 'H1GH22', 'H2WP2', 'H2DS12', 'H2DS3', 'H1PF8', 'H2PF17', 'S45C', 'H2PF21', 'H1ED15', 'H2DS5', 'H2FV7', 'H2GH27', 'S60O', 'H2FS13', 'H1DS15', 'H2PF22', 'H1TO12'],65,46,14
184,0.731042654028436,['H2TO30', 'H1TO3', 'H2TO1', 'H2TO27', 'H2ED15', 'H2DS9', 'H1DS12', 'S59E', 'H2GH27', 'H1DS8', 'H1ED19', 'PA21', 'H2PF21', 'H2TO15', 'PA56', 'S62E', 'H1TO9', 'H1TS3', 'H2WP5', 'H2DS1', 'H2TO30', 'H2PF15', 'H2PF9', 'H1GH22', 'H2WP2', 'H2DS12', 'H2DS3', 'H1PF8', 'H2PF17', 'S45C', 'H2PF21', 'H1ED15', 'H2DS5', 'H2FV7', 'H2GH27', 'S60O', 'H2FS13', 'H1DS15', 'H2PF22', 'H1TO12'],65,46,14
185,0.731042654028436,['H2TO30', 'H1TO3', 'H2TO1', 'H2TO27', 'H2ED15', 'H2DS9', 'H1DS12', 'S59E', 'H2GH27', 'H1DS8', 'H1ED19', 'PA21', 'H2PF21', 'H2TO15', 'PA56', 'S62E', 'H1TO9', 'H1TS3', 'H2WP5', 'H2DS1', 'H2TO30', 'H2PF15', 'H2PF9', 'H1GH22', 'H2WP2', 'H2DS12', 'H2DS3', 'H1PF8', 'H2PF17', 'S45C', 'H2PF21', 'H1ED15', 'H2DS5', 'H2FV7', 'H2GH27', 'S60O', 'H2FS13', 'H1DS15', 'H2PF22', 'H1TO12'],65,46,14
186,0.7316350710900474,['H2ED17', 'H1FS9', 'H2WP5', 'H2TO1', 'H2TO30', 'H1DS11', 'H2PF21', 'H2PF17', 'H2GH26', 'H2FV1', 'H2TO30', 'H2WP7', 'H1PF5', 'H2PF1', 'H2PF27', 'H2FS4', 'H1DS6', 'H1PF26', 'H1PF34', 'H2GH22', 'S62E', 'H2TO26', 'H1WP1', 'H1WP10', 'S60O', 'H1TO3', 'H1WP14', 'H1ED15', 'H1ED17', 'H2PF31', 'H2PF1', 'H2DS7', 'H1ED24', 'H1PF2', 'S62Q', 'H1FS11', 'H1EE5', 'H2FS18', 'H1DS13', 'H1FS3'],58,36,15
187,0.7316350710900474,['H2ED17', 'H1FS9', 'H2WP5', 'H2TO1', 'H2TO30', 'H1DS11', 'H2PF21', 'H2PF17', 'H2GH26', 'H2FV1', 'H2TO30', 'H2WP7', 'H1PF5', 'H2PF1', 'H2PF27', 'H2FS4', 'H1DS6', 'H1PF26', 'H1PF34', 'H2GH22', 'S62E', 'H2TO26', 'H1WP1', 'H1WP10', 'S60O', 'H1TO3', 'H1WP14', 'H1ED15', 'H1ED17', 'H2PF31', 'H2PF1', 'H2DS7', 'H1ED24', 'H1PF2', 'S62Q', 'H1FS11', 'H1EE5', 'H2FS18', 'H1DS13', 'H1FS3'],58,36,15
188,0.7316350710900474,['H2ED17', 'H1FS9', 'H2WP5', 'H2TO1', 'H2TO30', 'H1DS11', 'H2PF21', 'H2PF17', 'H2GH26', 'H2FV1', 'H2TO30', 'H2WP7', 'H1PF5', 'H2PF1', 'H2PF27', 'H2FS4', 'H1DS6', 'H1PF26', 'H1PF34', 'H2GH22', 'S62E', 'H2TO26', 'H1WP1', 'H1WP10', 'S60O', 'H1TO3', 'H1WP14', 'H1ED15', 'H1ED17', 'H2PF31', 'H2PF1', 'H2DS7', 'H1ED24', 'H1PF2', 'S62Q', 'H1FS11', 'H1EE5', 'H2FS18', 'H1DS13', 'H1FS3'],58,36,15
189,0.7316350710900474,['H2ED17', 'H1FS9', 'H2WP5', 'H2TO1', 'H2TO30', 'H1DS11', 'H2PF21', 'H2PF17', 'H2GH26', 'H2FV1', 'H2TO30', 'H2WP7', 'H1PF5', 'H2PF1', 'H2PF27', 'H2FS4', 'H1DS6', 'H1PF26', 'H1PF34', 'H2GH22', 'S62E', 'H2TO26', 'H1WP1', 'H1WP10', 'S60O', 'H1TO3', 'H1WP14', 'H1ED15', 'H1ED17', 'H2PF31', 'H2PF1', 'H2DS7', 'H1ED24', 'H1PF2', 'S62Q', 'H1FS11', 'H1EE5', 'H2FS18', 'H1DS13', 'H1FS3'],58,36,15
190,0.7316350710900474,['H2ED17', 'H1FS9', 'H2WP5', 'H2TO1', 'H2TO30', 'H1DS11', 'H2PF21', 'H2PF17', 'H2GH26', 'H2FV1', 'H2TO30', 'H2WP7', 'H1PF5', 'H2PF1', 'H2PF27', 'H2FS4', 'H1DS6', 'H1PF26', 'H1PF34', 'H2GH22', 'S62E', 'H2TO26', 'H1WP1', 'H1WP10', 'S60O', 'H1TO3', 'H1WP14', 'H1ED15', 'H1ED17', 'H2PF31', 'H2PF1', 'H2DS7', 'H1ED24', 'H1PF2', 'S62Q', 'H1FS11', 'H1EE5', 'H2FS18', 'H1DS13', 'H1FS3'],58,36,15
191,0.7316350710900474,['H2ED17', 'H1FS9', 'H2WP5', 'H2TO1', 'H2TO30', 'H1DS11', 'H2PF21', 'H2PF17', 'H2GH26', 'H2FV1', 'H2TO30', 'H2WP7', 'H1PF5', 'H2PF1', 'H2PF27', 'H2FS4', 'H1DS6', 'H1PF26', 'H1PF34', 'H2GH22', 'S62E', 'H2TO26', 'H1WP1', 'H1WP10', 'S60O', 'H1TO3', 'H1WP14', 'H1ED15', 'H1ED17', 'H2PF31', 'H2PF1', 'H2DS7', 'H1ED24', 'H1PF2', 'S62Q', 'H1FS11', 'H1EE5', 'H2FS18', 'H1DS13', 'H1FS3'],58,36,15
192,0.7316350710900474,['H2ED17', 'H1FS9', 'H2WP5', 'H2TO1', 'H2TO30', 'H1DS11', 'H2PF21', 'H2PF17', 'H2GH26', 'H2FV1', 'H2TO30', 'H2WP7', 'H1PF5', 'H2PF1', 'H2PF27', 'H2FS4', 'H1DS6', 'H1PF26', 'H1PF34', 'H2GH22', 'S62E', 'H2TO26', 'H1WP1', 'H1WP10', 'S60O', 'H1TO3', 'H1WP14', 'H1ED15', 'H1ED17', 'H2PF31', 'H2PF1', 'H2DS7', 'H1ED24', 'H1PF2', 'S62Q', 'H1FS11', 'H1EE5', 'H2FS18', 'H1DS13', 'H1FS3'],58,36,15
193,0.7316350710900474,['H2ED17', 'H1FS9', 'H2WP5', 'H2TO1', 'H2TO30', 'H1DS11', 'H2PF21', 'H2PF17', 'H2GH26', 'H2FV1', 'H2TO30', 'H2WP7', 'H1PF5', 'H2PF1', 'H2PF27', 'H2FS4', 'H1DS6', 'H1PF26', 'H1PF34', 'H2GH22', 'S62E', 'H2TO26', 'H1WP1', 'H1WP10', 'S60O', 'H1TO3', 'H1WP14', 'H1ED15', 'H1ED17', 'H2PF31', 'H2PF1', 'H2DS7', 'H1ED24', 'H1PF2', 'S62Q', 'H1FS11', 'H1EE5', 'H2FS18', 'H1DS13', 'H1FS3'],58,36,15
194,0.7316350710900474,['H2ED17', 'H1FS9', 'H2WP5', 'H2TO1', 'H2TO30', 'H1DS11', 'H2PF21', 'H2PF17', 'H2GH26', 'H2FV1', 'H2TO30', 'H2WP7', 'H1PF5', 'H2PF1', 'H2PF27', 'H2FS4', 'H1DS6', 'H1PF26', 'H1PF34', 'H2GH22', 'S62E', 'H2TO26', 'H1WP1', 'H1WP10', 'S60O', 'H1TO3', 'H1WP14', 'H1ED15', 'H1ED17', 'H2PF31', 'H2PF1', 'H2DS7', 'H1ED24', 'H1PF2', 'S62Q', 'H1FS11', 'H1EE5', 'H2FS18', 'H1DS13', 'H1FS3'],58,36,15
195,0.7322274881516587,['H2ED17', 'H1FS9', 'H2WP5', 'H2TO1', 'H2TO30', 'H1DS11', 'H2PF21', 'H2PF17', 'H2GH26', 'H2FV1', 'H2TO30', 'H2WP7', 'H1PF5', 'H2PF1', 'H2PF27', 'H2FS4', 'H1DS6', 'H1PF26', 'H1FS15', 'H2GH22', 'S62E', 'H2TO26', 'H1WP1', 'H1WP10', 'S60O', 'H1TO3', 'H1WP14', 'H1ED15', 'H1ED17', 'H2PF31', 'H2PF1', 'H2DS7', 'H1ED24', 'H1PF2', 'S62Q', 'H1FS11', 'H1EE5', 'H2FS18', 'H1DS13', 'H1FS3'],56,35,15
196,0.7322274881516587,['H2ED17', 'H1FS9', 'H2WP5', 'H2TO1', 'H2TO30', 'H1DS11', 'H2PF21', 'H2PF17', 'H2GH26', 'H2FV1', 'H2TO30', 'H2WP7', 'H1PF5', 'H2PF1', 'H2PF27', 'H2FS4', 'H1DS6', 'H1PF26', 'H1FS15', 'H2GH22', 'S62E', 'H2TO26', 'H1WP1', 'H1WP10', 'S60O', 'H1TO3', 'H1WP14', 'H1ED15', 'H1ED17', 'H2PF31', 'H2PF1', 'H2DS7', 'H1ED24', 'H1PF2', 'S62Q', 'H1FS11', 'H1EE5', 'H2FS18', 'H1DS13', 'H1FS3'],56,35,15
197,0.7322274881516587,['H2ED17', 'H1FS9', 'H2WP5', 'H2TO1', 'H2TO30', 'H1DS11', 'H2PF21', 'H2PF17', 'H2GH26', 'H2FV1', 'H2TO30', 'H2WP7', 'H1PF5', 'H2PF1', 'H2PF27', 'H2FS4', 'H1DS6', 'H1PF26', 'H1FS15', 'H2GH22', 'S62E', 'H2TO26', 'H1WP1', 'H1WP10', 'S60O', 'H1TO3', 'H1WP14', 'H1ED15', 'H1ED17', 'H2PF31', 'H2PF1', 'H2DS7', 'H1ED24', 'H1PF2', 'S62Q', 'H1FS11', 'H1EE5', 'H2FS18', 'H1DS13', 'H1FS3'],56,35,15
198,0.7322274881516587,['H2ED17', 'H1FS9', 'H2WP5', 'H2TO1', 'H2TO30', 'H1DS11', 'H2PF21', 'H2PF17', 'H2GH26', 'H2FV1', 'H2TO30', 'H2WP7', 'H1PF5', 'H2PF1', 'H2PF27', 'H2FS4', 'H1DS6', 'H1PF26', 'H1FS15', 'H2GH22', 'S62E', 'H2TO26', 'H1WP1', 'H1WP10', 'S60O', 'H1TO3', 'H1WP14', 'H1ED15', 'H1ED17', 'H2PF31', 'H2PF1', 'H2DS7', 'H1ED24', 'H1PF2', 'S62Q', 'H1FS11', 'H1EE5', 'H2FS18', 'H1DS13', 'H1FS3'],56,35,15
199,0.7322274881516587,['H2ED17', 'H1FS9', 'H2WP5', 'H2TO1', 'H2TO30', 'H1DS11', 'H2PF21', 'H2PF17', 'H2GH26', 'H2FV1', 'H2TO30', 'H2WP7', 'H1PF5', 'H2PF1', 'H2PF27', 'H2FS4', 'H1DS6', 'H1PF26', 'H1FS15', 'H2GH22', 'S62E', 'H2TO26', 'H1WP1', 'H1WP10', 'S60O', 'H1TO3', 'H1WP14', 'H1ED15', 'H1ED17', 'H2PF31', 'H2PF1', 'H2DS7', 'H1ED24', 'H1PF2', 'S62Q', 'H1FS11', 'H1EE5', 'H2FS18', 'H1DS13', 'H1FS3'],56,35,15
200,0.7322274881516587,['H2ED17', 'H1FS9', 'H2WP5', 'H2TO1', 'H2TO30', 'H1DS11', 'H2PF21', 'H2PF17', 'H2GH26', 'H2FV1', 'H2TO30', 'H2WP7', 'H1PF5', 'H2PF1', 'H2PF27', 'H2FS4', 'H1DS6', 'H1PF26', 'H1FS15', 'H2GH22', 'S62E', 'H2TO26', 'H1WP1', 'H1WP10', 'S60O', 'H1TO3', 'H1WP14', 'H1ED15', 'H1ED17', 'H2PF31', 'H2PF1', 'H2DS7', 'H1ED24', 'H1PF2', 'S62Q', 'H1FS11', 'H1EE5', 'H2FS18', 'H1DS13', 'H1FS3'],56,35,15
201,0.7322274881516587,['H2ED17', 'H1FS9', 'H2WP5', 'H2TO1', 'H2TO30', 'H1DS11', 'H2PF21', 'H2PF17', 'H2GH26', 'H2FV1', 'H2TO30', 'H2WP7', 'H1PF5', 'H2PF1', 'H2PF27', 'H2FS4', 'H1DS6', 'H1PF26', 'H1FS15', 'H2GH22', 'S62E', 'H2TO26', 'H1WP1', 'H1WP10', 'S60O', 'H1TO3', 'H1WP14', 'H1ED15', 'H1ED17', 'H2PF31', 'H2PF1', 'H2DS7', 'H1ED24', 'H1PF2', 'S62Q', 'H1FS11', 'H1EE5', 'H2FS18', 'H1DS13', 'H1FS3'],56,35,15
202,0.7322274881516587,['H2ED17', 'H1FS9', 'H2WP5', 'H2TO1', 'H2TO30', 'H1DS11', 'H2PF21', 'H2PF17', 'H2GH26', 'H2FV1', 'H2TO30', 'H2WP7', 'H1PF5', 'H2PF1', 'H2PF27', 'H2FS4', 'H1DS6', 'H1PF26', 'H1FS15', 'H2GH22', 'S62E', 'H2TO26', 'H1WP1', 'H1WP10', 'S60O', 'H1TO3', 'H1WP14', 'H1ED15', 'H1ED17', 'H2PF31', 'H2PF1', 'H2DS7', 'H1ED24', 'H1PF2', 'S62Q', 'H1FS11', 'H1EE5', 'H2FS18', 'H1DS13', 'H1FS3'],56,35,15
203,0.7322274881516587,['H2ED17', 'H1FS9', 'H2WP5', 'H2TO1', 'H2TO30', 'H1DS11', 'H2PF21', 'H2PF17', 'H2GH26', 'H2FV1', 'H2TO30', 'H2WP7', 'H1PF5', 'H2PF1', 'H2PF27', 'H2FS4', 'H1DS6', 'H1PF26', 'H1FS15', 'H2GH22', 'S62E', 'H2TO26', 'H1WP1', 'H1WP10', 'S60O', 'H1TO3', 'H1WP14', 'H1ED15', 'H1ED17', 'H2PF31', 'H2PF1', 'H2DS7', 'H1ED24', 'H1PF2', 'S62Q', 'H1FS11', 'H1EE5', 'H2FS18', 'H1DS13', 'H1FS3'],56,35,15
204,0.7322274881516587,['H2ED17', 'H1FS9', 'H2WP5', 'H2TO1', 'H2TO30', 'H1DS11', 'H2PF21', 'H2PF17', 'H2GH26', 'H2FV1', 'H2TO30', 'H2WP7', 'H1PF5', 'H2PF1', 'H2PF27', 'H2FS4', 'H1DS6', 'H1PF26', 'H1FS15', 'H2GH22', 'S62E', 'H2TO26', 'H1WP1', 'H1WP10', 'S60O', 'H1TO3', 'H1WP14', 'H1ED15', 'H1ED17', 'H2PF31', 'H2PF1', 'H2DS7', 'H1ED24', 'H1PF2', 'S62Q', 'H1FS11', 'H1EE5', 'H2FS18', 'H1DS13', 'H1FS3'],56,35,15
205,0.7322274881516587,['H2ED17', 'H1FS9', 'H2WP5', 'H2TO1', 'H2TO30', 'H1DS11', 'H2PF21', 'H2PF17', 'H2GH26', 'H2FV1', 'H2TO30', 'H2WP7', 'H1PF5', 'H2PF1', 'H2PF27', 'H2FS4', 'H1DS6', 'H1PF26', 'H1FS15', 'H2GH22', 'S62E', 'H2TO26', 'H1WP1', 'H1WP10', 'S60O', 'H1TO3', 'H1WP14', 'H1ED15', 'H1ED17', 'H2PF31', 'H2PF1', 'H2DS7', 'H1ED24', 'H1PF2', 'S62Q', 'H1FS11', 'H1EE5', 'H2FS18', 'H1DS13', 'H1FS3'],56,35,15
206,0.7322274881516587,['H2ED17', 'H1FS9', 'H2WP5', 'H2TO1', 'H2TO30', 'H1DS11', 'H2PF21', 'H2PF17', 'H2GH26', 'H2FV1', 'H2TO30', 'H2WP7', 'H1PF5', 'H2PF1', 'H2PF27', 'H2FS4', 'H1DS6', 'H1PF26', 'H1FS15', 'H2GH22', 'S62E', 'H2TO26', 'H1WP1', 'H1WP10', 'S60O', 'H1TO3', 'H1WP14', 'H1ED15', 'H1ED17', 'H2PF31', 'H2PF1', 'H2DS7', 'H1ED24', 'H1PF2', 'S62Q', 'H1FS11', 'H1EE5', 'H2FS18', 'H1DS13', 'H1FS3'],56,35,15
207,0.7322274881516587,['H2ED17', 'H1FS9', 'H2WP5', 'H2TO1', 'H2TO30', 'H1DS11', 'H2PF21', 'H2PF17', 'H2GH26', 'H2FV1', 'H2TO30', 'H2WP7', 'H1PF5', 'H2PF1', 'H2PF27', 'H2FS4', 'H1DS6', 'H1PF26', 'H1FS15', 'H2GH22', 'S62E', 'H2TO26', 'H1WP1', 'H1WP10', 'S60O', 'H1TO3', 'H1WP14', 'H1ED15', 'H1ED17', 'H2PF31', 'H2PF1', 'H2DS7', 'H1ED24', 'H1PF2', 'S62Q', 'H1FS11', 'H1EE5', 'H2FS18', 'H1DS13', 'H1FS3'],56,35,15
208,0.7322274881516587,['H2ED17', 'H1FS9', 'H2WP5', 'H2TO1', 'H2TO30', 'H1DS11', 'H2PF21', 'H2PF17', 'H2GH26', 'H2FV1', 'H2TO30', 'H2WP7', 'H1PF5', 'H2PF1', 'H2PF27', 'H2FS4', 'H1DS6', 'H1PF26', 'H1FS15', 'H2GH22', 'S62E', 'H2TO26', 'H1WP1', 'H1WP10', 'S60O', 'H1TO3', 'H1WP14', 'H1ED15', 'H1ED17', 'H2PF31', 'H2PF1', 'H2DS7', 'H1ED24', 'H1PF2', 'S62Q', 'H1FS11', 'H1EE5', 'H2FS18', 'H1DS13', 'H1FS3'],56,35,15
209,0.7322274881516587,['H2ED17', 'H1FS9', 'H2WP5', 'H2TO1', 'H2TO30', 'H1DS11', 'H2PF21', 'H2PF17', 'H2GH26', 'H2FV1', 'H2TO30', 'H2WP7', 'H1PF5', 'H2PF1', 'H2PF27', 'H2FS4', 'H1DS6', 'H1PF26', 'H1FS15', 'H2GH22', 'S62E', 'H2TO26', 'H1WP1', 'H1WP10', 'S60O', 'H1TO3', 'H1WP14', 'H1ED15', 'H1ED17', 'H2PF31', 'H2PF1', 'H2DS7', 'H1ED24', 'H1PF2', 'S62Q', 'H1FS11', 'H1EE5', 'H2FS18', 'H1DS13', 'H1FS3'],56,35,15
