curr_gen,fitness,genome,min_samples_leaf,min_samples_split,max_features
169,0.7322274881516587,['H2ED17', 'H1FS9', 'H2WP5', 'H2TO1', 'H2TO30', 'H1DS11', 'H2PF21', 'H2PF17', 'H2GH26', 'H1FS6', 'H1GH17', 'H2TO25', 'H2WP13', 'H2PF1', 'H2PF27', 'H2FS4', 'H1ED15', 'H1IR12', 'H1PF34', 'H2GH22', 'H2WP2', 'H1FS8', 'H2PF22', 'H2DS11', 'S60O', 'H1TO3', 'H1WP14', 'H1PF32', 'H1ED17', 'H2PF31', 'H1PF26', 'H2DS7', 'H2PF32', 'H1FS13', 'H1DS10', 'H1FS11', 'H1EE5', 'H2FS18', 'H1DS13', 'H1FS19', 'H1GH52', 'H2DS12', 'H1PF4', 'H1FS14', 'H1PF23', 'H1DS7', 'H2FV3', 'H2PF8', 'S62R', 'H1FS18'],63,38,24
170,0.7322274881516587,['H2ED17', 'H1FS9', 'H2WP5', 'H2TO1', 'H2TO30', 'H1DS11', 'H2PF21', 'H2PF17', 'H2GH26', 'H1FS6', 'H1GH17', 'H2TO25', 'H2WP13', 'H2PF1', 'H2PF27', 'H2FS4', 'H1ED15', 'H1IR12', 'H1PF34', 'H2GH22', 'H2WP2', 'H1FS8', 'H2PF22', 'H2DS11', 'S60O', 'H1TO3', 'H1WP14', 'H1PF32', 'H1ED17', 'H2PF31', 'H1PF26', 'H2DS7', 'H2PF32', 'H1FS13', 'H1DS10', 'H1FS11', 'H1EE5', 'H2FS18', 'H1DS13', 'H1FS19', 'H1GH52', 'H2DS12', 'H1PF4', 'H1FS14', 'H1PF23', 'H1DS7', 'H2FV3', 'H2PF8', 'S62R', 'H1FS18'],63,38,24
171,0.7322274881516587,['H2ED17', 'H1FS9', 'H2WP5', 'H2TO1', 'H2TO30', 'H1DS11', 'H2PF21', 'H2PF17', 'H2GH26', 'H1FS6', 'H1GH17', 'H2TO25', 'H2WP13', 'H2PF1', 'H2PF27', 'H2FS4', 'H1ED15', 'H1IR12', 'H1PF34', 'H2GH22', 'H2WP2', 'H1FS8', 'H2PF22', 'H2DS11', 'S60O', 'H1TO3', 'H1WP14', 'H1PF32', 'H1ED17', 'H2PF31', 'H1PF26', 'H2DS7', 'H2PF32', 'H1FS13', 'H1DS10', 'H1FS11', 'H1EE5', 'H2FS18', 'H1DS13', 'H1FS19', 'H1GH52', 'H2DS12', 'H1PF4', 'H1FS14', 'H1PF23', 'H1DS7', 'H2FV3', 'H2PF8', 'S62R', 'H1FS18'],63,38,24
172,0.7322274881516587,['H2ED17', 'H1FS9', 'H2WP5', 'H2TO1', 'H2TO30', 'H1DS11', 'H2PF21', 'H2PF17', 'H2GH26', 'H1FS6', 'H1GH17', 'H2TO25', 'H2WP13', 'H2PF1', 'H2PF27', 'H2FS4', 'H1ED15', 'H1IR12', 'H1PF34', 'H2GH22', 'H2WP2', 'H1FS8', 'H2PF22', 'H2DS11', 'S60O', 'H1TO3', 'H1WP14', 'H1PF32', 'H1ED17', 'H2PF31', 'H1PF26', 'H2DS7', 'H2PF32', 'H1FS13', 'H1DS10', 'H1FS11', 'H1EE5', 'H2FS18', 'H1DS13', 'H1FS19', 'H1GH52', 'H2DS12', 'H1PF4', 'H1FS14', 'H1PF23', 'H1DS7', 'H2FV3', 'H2PF8', 'S62R', 'H1FS18'],63,38,24
173,0.7322274881516587,['H2ED17', 'H1FS9', 'H2WP5', 'H2TO1', 'H2TO30', 'H1DS11', 'H2PF21', 'H2PF17', 'H2GH26', 'H1FS6', 'H1GH17', 'H2TO25', 'H2WP13', 'H2PF1', 'H2PF27', 'H2FS4', 'H1ED15', 'H1IR12', 'H1PF34', 'H2GH22', 'H2WP2', 'H1FS8', 'H2PF22', 'H2DS11', 'S60O', 'H1TO3', 'H1WP14', 'H1PF32', 'H1ED17', 'H2PF31', 'H1PF26', 'H2DS7', 'H2PF32', 'H1FS13', 'H1DS10', 'H1FS11', 'H1EE5', 'H2FS18', 'H1DS13', 'H1FS19', 'H1GH52', 'H2DS12', 'H1PF4', 'H1FS14', 'H1PF23', 'H1DS7', 'H2FV3', 'H2PF8', 'S62R', 'H1FS18'],63,38,24
174,0.7322274881516587,['H2ED17', 'H1FS9', 'H2WP5', 'H2TO1', 'H2TO30', 'H1DS11', 'H2PF21', 'H2PF17', 'H2GH26', 'H1FS6', 'H1GH17', 'H2TO25', 'H2WP13', 'H2PF1', 'H2PF27', 'H2FS4', 'H1ED15', 'H1IR12', 'H1PF34', 'H2GH22', 'H2WP2', 'H1FS8', 'H2PF22', 'H2DS11', 'S60O', 'H1TO3', 'H1WP14', 'H1PF32', 'H1ED17', 'H2PF31', 'H1PF26', 'H2DS7', 'H2PF32', 'H1FS13', 'H1DS10', 'H1FS11', 'H1EE5', 'H2FS18', 'H1DS13', 'H1FS19', 'H1GH52', 'H2DS12', 'H1PF4', 'H1FS14', 'H1PF23', 'H1DS7', 'H2FV3', 'H2PF8', 'S62R', 'H1FS18'],63,38,24
175,0.7322274881516587,['H2ED17', 'H1FS9', 'H2WP5', 'H2TO1', 'H2TO30', 'H1DS11', 'H2PF21', 'H2PF17', 'H2GH26', 'H1FS6', 'H1GH17', 'H2TO25', 'H2WP13', 'H2PF1', 'H2PF27', 'H2FS4', 'H1ED15', 'H1IR12', 'H1PF34', 'H2GH22', 'H2WP2', 'H1FS8', 'H2PF22', 'H2DS11', 'S60O', 'H1TO3', 'H1WP14', 'H1PF32', 'H1ED17', 'H2PF31', 'H1PF26', 'H2DS7', 'H2PF32', 'H1FS13', 'H1DS10', 'H1FS11', 'H1EE5', 'H2FS18', 'H1DS13', 'H1FS19', 'H1GH52', 'H2DS12', 'H1PF4', 'H1FS14', 'H1PF23', 'H1DS7', 'H2FV3', 'H2PF8', 'S62R', 'H1FS18'],63,38,24
176,0.7322274881516587,['H2ED17', 'H1FS9', 'H2WP5', 'H2TO1', 'H2TO30', 'H1DS11', 'H2PF21', 'H2PF17', 'H2GH26', 'H1FS6', 'H1GH17', 'H2TO25', 'H2WP13', 'H2PF1', 'H2PF27', 'H2FS4', 'H1ED15', 'H1IR12', 'H1PF34', 'H2GH22', 'H2WP2', 'H1FS8', 'H2PF22', 'H2DS11', 'S60O', 'H1TO3', 'H1WP14', 'H1PF32', 'H1ED17', 'H2PF31', 'H1PF26', 'H2DS7', 'H2PF32', 'H1FS13', 'H1DS10', 'H1FS11', 'H1EE5', 'H2FS18', 'H1DS13', 'H1FS19', 'H1GH52', 'H2DS12', 'H1PF4', 'H1FS14', 'H1PF23', 'H1DS7', 'H2FV3', 'H2PF8', 'S62R', 'H1FS18'],63,38,24
177,0.7322274881516587,['H2ED17', 'H1FS9', 'H2WP5', 'H2TO1', 'H2TO30', 'H1DS11', 'H2PF21', 'H2PF17', 'H2GH26', 'H1FS6', 'H1GH17', 'H2TO25', 'H2WP13', 'H2PF1', 'H2PF27', 'H2FS4', 'H1ED15', 'H1IR12', 'H1PF34', 'H2GH22', 'H2WP2', 'H1FS8', 'H2PF22', 'H2DS11', 'S60O', 'H1TO3', 'H1WP14', 'H1PF32', 'H1ED17', 'H2PF31', 'H1PF26', 'H2DS7', 'H2PF32', 'H1FS13', 'H1DS10', 'H1FS11', 'H1EE5', 'H2FS18', 'H1DS13', 'H1FS19', 'H1GH52', 'H2DS12', 'H1PF4', 'H1FS14', 'H1PF23', 'H1DS7', 'H2FV3', 'H2PF8', 'S62R', 'H1FS18'],63,38,24
178,0.7322274881516587,['H2ED17', 'H1FS9', 'H2WP5', 'H2TO1', 'H2TO30', 'H1DS11', 'H2PF21', 'H2PF17', 'H2GH26', 'H1FS6', 'H1GH17', 'H2TO25', 'H2WP13', 'H2PF1', 'H2PF27', 'H2FS4', 'H1ED15', 'H1IR12', 'H1PF34', 'H2GH22', 'H2WP2', 'H1FS8', 'H2PF22', 'H2DS11', 'S60O', 'H1TO3', 'H1WP14', 'H1PF32', 'H1ED17', 'H2PF31', 'H1PF26', 'H2DS7', 'H2PF32', 'H1FS13', 'H1DS10', 'H1FS11', 'H1EE5', 'H2FS18', 'H1DS13', 'H1FS19', 'H1GH52', 'H2DS12', 'H1PF4', 'H1FS14', 'H1PF23', 'H1DS7', 'H2FV3', 'H2PF8', 'S62R', 'H1FS18'],63,38,24
179,0.7322274881516587,['H2ED17', 'H1FS9', 'H2WP5', 'H2TO1', 'H2TO30', 'H1DS11', 'H2PF21', 'H2PF17', 'H2GH26', 'H1FS6', 'H1GH17', 'H2TO25', 'H2WP13', 'H2PF1', 'H2PF27', 'H2FS4', 'H1ED15', 'H1IR12', 'H1PF34', 'H2GH22', 'H2WP2', 'H1FS8', 'H2PF22', 'H2DS11', 'S60O', 'H1TO3', 'H1WP14', 'H1PF32', 'H1ED17', 'H2PF31', 'H1PF26', 'H2DS7', 'H2PF32', 'H1FS13', 'H1DS10', 'H1FS11', 'H1EE5', 'H2FS18', 'H1DS13', 'H1FS19', 'H1GH52', 'H2DS12', 'H1PF4', 'H1FS14', 'H1PF23', 'H1DS7', 'H2FV3', 'H2PF8', 'S62R', 'H1FS18'],63,38,24
180,0.7322274881516587,['H2ED17', 'H1FS9', 'H2WP5', 'H2TO1', 'H2TO30', 'H1DS11', 'H2PF21', 'H2PF17', 'H2GH26', 'H1FS6', 'H1GH17', 'H2TO25', 'H2WP13', 'H2PF1', 'H2PF27', 'H2FS4', 'H1ED15', 'H1IR12', 'H1PF34', 'H2GH22', 'H2WP2', 'H1FS8', 'H2PF22', 'H2DS11', 'S60O', 'H1TO3', 'H1WP14', 'H1PF32', 'H1ED17', 'H2PF31', 'H1PF26', 'H2DS7', 'H2PF32', 'H1FS13', 'H1DS10', 'H1FS11', 'H1EE5', 'H2FS18', 'H1DS13', 'H1FS19', 'H1GH52', 'H2DS12', 'H1PF4', 'H1FS14', 'H1PF23', 'H1DS7', 'H2FV3', 'H2PF8', 'S62R', 'H1FS18'],63,38,24
181,0.7322274881516587,['H2ED17', 'H1FS9', 'H2WP5', 'H2TO1', 'H2TO30', 'H1DS11', 'H2PF21', 'H2PF17', 'H2GH26', 'H1FS6', 'H1GH17', 'H2TO25', 'H2WP13', 'H2PF1', 'H2PF27', 'H2FS4', 'H1ED15', 'H1IR12', 'H1PF34', 'H2GH22', 'H2WP2', 'H1FS8', 'H2PF22', 'H2DS11', 'S60O', 'H1TO3', 'H1WP14', 'H1PF32', 'H1ED17', 'H2PF31', 'H1PF26', 'H2DS7', 'H2PF32', 'H1FS13', 'H1DS10', 'H1FS11', 'H1EE5', 'H2FS18', 'H1DS13', 'H1FS19', 'H1GH52', 'H2DS12', 'H1PF4', 'H1FS14', 'H1PF23', 'H1DS7', 'H2FV3', 'H2PF8', 'S62R', 'H1FS18'],63,38,24
182,0.7322274881516587,['H2ED17', 'H1FS9', 'H2WP5', 'H2TO1', 'H2TO30', 'H1DS11', 'H2PF21', 'H2PF17', 'H2GH26', 'H1FS6', 'H1GH17', 'H2TO25', 'H2WP13', 'H2PF1', 'H2PF27', 'H2FS4', 'H1ED15', 'H1IR12', 'H1PF34', 'H2GH22', 'H2WP2', 'H1FS8', 'H2PF22', 'H2DS11', 'S60O', 'H1TO3', 'H1WP14', 'H1PF32', 'H1ED17', 'H2PF31', 'H1PF26', 'H2DS7', 'H2PF32', 'H1FS13', 'H1DS10', 'H1FS11', 'H1EE5', 'H2FS18', 'H1DS13', 'H1FS19', 'H1GH52', 'H2DS12', 'H1PF4', 'H1FS14', 'H1PF23', 'H1DS7', 'H2FV3', 'H2PF8', 'S62R', 'H1FS18'],63,38,24
183,0.7322274881516587,['H2ED17', 'H1FS9', 'H2WP5', 'H2TO1', 'H2TO30', 'H1DS11', 'H2PF21', 'H2PF17', 'H2GH26', 'H1FS6', 'H1GH17', 'H2TO25', 'H2WP13', 'H2PF1', 'H2PF27', 'H2FS4', 'H1ED15', 'H1IR12', 'H1PF34', 'H2GH22', 'H2WP2', 'H1FS8', 'H2PF22', 'H2DS11', 'S60O', 'H1TO3', 'H1WP14', 'H1PF32', 'H1ED17', 'H2PF31', 'H1PF26', 'H2DS7', 'H2PF32', 'H1FS13', 'H1DS10', 'H1FS11', 'H1EE5', 'H2FS18', 'H1DS13', 'H1FS19', 'H1GH52', 'H2DS12', 'H1PF4', 'H1FS14', 'H1PF23', 'H1DS7', 'H2FV3', 'H2PF8', 'S62R', 'H1FS18'],63,38,24
184,0.7322274881516587,['H2ED17', 'H1FS9', 'H2WP5', 'H2TO1', 'H2TO30', 'H1DS11', 'H2PF21', 'H2PF17', 'H2GH26', 'H1FS6', 'H1GH17', 'H2TO25', 'H2WP13', 'H2PF1', 'H2PF27', 'H2FS4', 'H1ED15', 'H1IR12', 'H1PF34', 'H2GH22', 'H2WP2', 'H1FS8', 'H2PF22', 'H2DS11', 'S60O', 'H1TO3', 'H1WP14', 'H1PF32', 'H1ED17', 'H2PF31', 'H1PF26', 'H2DS7', 'H2PF32', 'H1FS13', 'H1DS10', 'H1FS11', 'H1EE5', 'H2FS18', 'H1DS13', 'H1FS19', 'H1GH52', 'H2DS12', 'H1PF4', 'H1FS14', 'H1PF23', 'H1DS7', 'H2FV3', 'H2PF8', 'S62R', 'H1FS18'],63,38,24
185,0.7322274881516587,['H2ED17', 'H1FS9', 'H2WP5', 'H2TO1', 'H2TO30', 'H1DS11', 'H2PF21', 'H2PF17', 'H2GH26', 'H1FS6', 'H1GH17', 'H2TO25', 'H2WP13', 'H2PF1', 'H2PF27', 'H2FS4', 'H1ED15', 'H1IR12', 'H1PF34', 'H2GH22', 'H2WP2', 'H1FS8', 'H2PF22', 'H2DS11', 'S60O', 'H1TO3', 'H1WP14', 'H1PF32', 'H1ED17', 'H2PF31', 'H1PF26', 'H2DS7', 'H2PF32', 'H1FS13', 'H1DS10', 'H1FS11', 'H1EE5', 'H2FS18', 'H1DS13', 'H1FS19', 'H1GH52', 'H2DS12', 'H1PF4', 'H1FS14', 'H1PF23', 'H1DS7', 'H2FV3', 'H2PF8', 'S62R', 'H1FS18'],63,38,24
186,0.7322274881516587,['H2ED17', 'H1FS9', 'H2WP5', 'H2TO1', 'H2TO30', 'H1DS11', 'H2PF21', 'H2PF17', 'H2GH26', 'H1FS6', 'H1GH17', 'H2TO25', 'H2WP13', 'H2PF1', 'H2PF27', 'H2FS4', 'H1ED15', 'H1IR12', 'H1PF34', 'H2GH22', 'H2WP2', 'H1FS8', 'H2PF22', 'H2DS11', 'S60O', 'H1TO3', 'H1WP14', 'H1PF32', 'H1ED17', 'H2PF31', 'H1PF26', 'H2DS7', 'H2PF32', 'H1FS13', 'H1DS10', 'H1FS11', 'H1EE5', 'H2FS18', 'H1DS13', 'H1FS19', 'H1GH52', 'H2DS12', 'H1PF4', 'H1FS14', 'H1PF23', 'H1DS7', 'H2FV3', 'H2PF8', 'S62R', 'H1FS18'],63,38,24
187,0.7322274881516587,['H2ED17', 'H1FS9', 'H2WP5', 'H2TO1', 'H2TO30', 'H1DS11', 'H2PF21', 'H2PF17', 'H2GH26', 'H1FS6', 'H1GH17', 'H2TO25', 'H2WP13', 'H2PF1', 'H2PF27', 'H2FS4', 'H1ED15', 'H1IR12', 'H1PF34', 'H2GH22', 'H2WP2', 'H1FS8', 'H2PF22', 'H2DS11', 'S60O', 'H1TO3', 'H1WP14', 'H1PF32', 'H1ED17', 'H2PF31', 'H1PF26', 'H2DS7', 'H2PF32', 'H1FS13', 'H1DS10', 'H1FS11', 'H1EE5', 'H2FS18', 'H1DS13', 'H1FS19', 'H1GH52', 'H2DS12', 'H1PF4', 'H1FS14', 'H1PF23', 'H1DS7', 'H2FV3', 'H2PF8', 'S62R', 'H1FS18'],63,38,24
188,0.7322274881516587,['H2ED17', 'H1FS9', 'H2WP5', 'H2TO1', 'H2TO30', 'H1DS11', 'H2PF21', 'H2PF17', 'H2GH26', 'H1FS6', 'H1GH17', 'H2TO25', 'H2WP13', 'H2PF1', 'H2PF27', 'H2FS4', 'H1ED15', 'H1IR12', 'H1PF34', 'H2GH22', 'H2WP2', 'H1FS8', 'H2PF22', 'H2DS11', 'S60O', 'H1TO3', 'H1WP14', 'H1PF32', 'H1ED17', 'H2PF31', 'H1PF26', 'H2DS7', 'H2PF32', 'H1FS13', 'H1DS10', 'H1FS11', 'H1EE5', 'H2FS18', 'H1DS13', 'H1FS19', 'H1GH52', 'H2DS12', 'H1PF4', 'H1FS14', 'H1PF23', 'H1DS7', 'H2FV3', 'H2PF8', 'S62R', 'H1FS18'],63,38,24
189,0.7322274881516587,['H2ED17', 'H1FS9', 'H2WP5', 'H2TO1', 'H2TO30', 'H1DS11', 'H2PF21', 'H2PF17', 'H2GH26', 'H1FS6', 'H1GH17', 'H2TO25', 'H2WP13', 'H2PF1', 'H2PF27', 'H2FS4', 'H1ED15', 'H1IR12', 'H1PF34', 'H2GH22', 'H2WP2', 'H1FS8', 'H2PF22', 'H2DS11', 'S60O', 'H1TO3', 'H1WP14', 'H1PF32', 'H1ED17', 'H2PF31', 'H1PF26', 'H2DS7', 'H2PF32', 'H1FS13', 'H1DS10', 'H1FS11', 'H1EE5', 'H2FS18', 'H1DS13', 'H1FS19', 'H1GH52', 'H2DS12', 'H1PF4', 'H1FS14', 'H1PF23', 'H1DS7', 'H2FV3', 'H2PF8', 'S62R', 'H1FS18'],63,38,24
190,0.7322274881516587,['H2ED17', 'H1FS9', 'H2WP5', 'H2TO1', 'H2TO30', 'H1DS11', 'H2PF21', 'H2PF17', 'H2GH26', 'H1FS6', 'H1GH17', 'H2TO25', 'H2WP13', 'H2PF1', 'H2PF27', 'H2FS4', 'H1ED15', 'H1IR12', 'H1PF34', 'H2GH22', 'H2WP2', 'H1FS8', 'H2PF22', 'H2DS11', 'S60O', 'H1TO3', 'H1WP14', 'H1PF32', 'H1ED17', 'H2PF31', 'H1PF26', 'H2DS7', 'H2PF32', 'H1FS13', 'H1DS10', 'H1FS11', 'H1EE5', 'H2FS18', 'H1DS13', 'H1FS19', 'H1GH52', 'H2DS12', 'H1PF4', 'H1FS14', 'H1PF23', 'H1DS7', 'H2FV3', 'H2PF8', 'S62R', 'H1FS18'],63,38,24
191,0.7322274881516587,['H2ED17', 'H1FS9', 'H2WP5', 'H2TO1', 'H2TO30', 'H1DS11', 'H2PF21', 'H2PF17', 'H2GH26', 'H1FS6', 'H1GH17', 'H2TO25', 'H2WP13', 'H2PF1', 'H2PF27', 'H2FS4', 'H1ED15', 'H1IR12', 'H1PF34', 'H2GH22', 'H2WP2', 'H1FS8', 'H2PF22', 'H2DS11', 'S60O', 'H1TO3', 'H1WP14', 'H1PF32', 'H1ED17', 'H2PF31', 'H1PF26', 'H2DS7', 'H2PF32', 'H1FS13', 'H1DS10', 'H1FS11', 'H1EE5', 'H2FS18', 'H1DS13', 'H1FS19', 'H1GH52', 'H2DS12', 'H1PF4', 'H1FS14', 'H1PF23', 'H1DS7', 'H2FV3', 'H2PF8', 'S62R', 'H1FS18'],63,38,24
192,0.7322274881516587,['H2ED17', 'H1FS9', 'H2WP5', 'H2TO1', 'H2TO30', 'H1DS11', 'H2PF21', 'H2PF17', 'H2GH26', 'H1FS6', 'H1GH17', 'H2TO25', 'H2WP13', 'H2PF1', 'H2PF27', 'H2FS4', 'H1ED15', 'H1IR12', 'H1PF34', 'H2GH22', 'H2WP2', 'H1FS8', 'H2PF22', 'H2DS11', 'S60O', 'H1TO3', 'H1WP14', 'H1PF32', 'H1ED17', 'H2PF31', 'H1PF26', 'H2DS7', 'H2PF32', 'H1FS13', 'H1DS10', 'H1FS11', 'H1EE5', 'H2FS18', 'H1DS13', 'H1FS19', 'H1GH52', 'H2DS12', 'H1PF4', 'H1FS14', 'H1PF23', 'H1DS7', 'H2FV3', 'H2PF8', 'S62R', 'H1FS18'],63,38,24
193,0.7322274881516587,['H2ED17', 'H1FS9', 'H2WP5', 'H2TO1', 'H2TO30', 'H1DS11', 'H2PF21', 'H2PF17', 'H2GH26', 'H1FS6', 'H1GH17', 'H2TO25', 'H2WP13', 'H2PF1', 'H2PF27', 'H2FS4', 'H1ED15', 'H1IR12', 'H1PF34', 'H2GH22', 'H2WP2', 'H1FS8', 'H2PF22', 'H2DS11', 'S60O', 'H1TO3', 'H1WP14', 'H1PF32', 'H1ED17', 'H2PF31', 'H1PF26', 'H2DS7', 'H2PF32', 'H1FS13', 'H1DS10', 'H1FS11', 'H1EE5', 'H2FS18', 'H1DS13', 'H1FS19', 'H1GH52', 'H2DS12', 'H1PF4', 'H1FS14', 'H1PF23', 'H1DS7', 'H2FV3', 'H2PF8', 'S62R', 'H1FS18'],63,38,24
194,0.7322274881516587,['H2ED17', 'H1FS9', 'H2WP5', 'H2TO1', 'H2TO30', 'H1DS11', 'H2PF21', 'H2PF17', 'H2GH26', 'H1FS6', 'H1GH17', 'H2TO25', 'H2WP13', 'H2PF1', 'H2PF27', 'H2FS4', 'H1ED15', 'H1IR12', 'H1PF34', 'H2GH22', 'H2WP2', 'H1FS8', 'H2PF22', 'H2DS11', 'S60O', 'H1TO3', 'H1WP14', 'H1PF32', 'H1ED17', 'H2PF31', 'H1PF26', 'H2DS7', 'H2PF32', 'H1FS13', 'H1DS10', 'H1FS11', 'H1EE5', 'H2FS18', 'H1DS13', 'H1FS19', 'H1GH52', 'H2DS12', 'H1PF4', 'H1FS14', 'H1PF23', 'H1DS7', 'H2FV3', 'H2PF8', 'S62R', 'H1FS18'],63,38,24
195,0.7322274881516587,['H2ED17', 'H1FS9', 'H2WP5', 'H2TO1', 'H2TO30', 'H1DS11', 'H2PF21', 'H2PF17', 'H2GH26', 'H1FS6', 'H1GH17', 'H2TO25', 'H2WP13', 'H2PF1', 'H2PF27', 'H2FS4', 'H1ED15', 'H1IR12', 'H1PF34', 'H2GH22', 'H2WP2', 'H1FS8', 'H2PF22', 'H2DS11', 'S60O', 'H1TO3', 'H1WP14', 'H1PF32', 'H1ED17', 'H2PF31', 'H1PF26', 'H2DS7', 'H2PF32', 'H1FS13', 'H1DS10', 'H1FS11', 'H1EE5', 'H2FS18', 'H1DS13', 'H1FS19', 'H1GH52', 'H2DS12', 'H1PF4', 'H1FS14', 'H1PF23', 'H1DS7', 'H2FV3', 'H2PF8', 'S62R', 'H1FS18'],63,38,24
196,0.7322274881516587,['H2ED17', 'H1FS9', 'H2WP5', 'H2TO1', 'H2TO30', 'H1DS11', 'H2PF21', 'H2PF17', 'H2GH26', 'H1FS6', 'H1GH17', 'H2TO25', 'H2WP13', 'H2PF1', 'H2PF27', 'H2FS4', 'H1ED15', 'H1IR12', 'H1PF34', 'H2GH22', 'H2WP2', 'H1FS8', 'H2PF22', 'H2DS11', 'S60O', 'H1TO3', 'H1WP14', 'H1PF32', 'H1ED17', 'H2PF31', 'H1PF26', 'H2DS7', 'H2PF32', 'H1FS13', 'H1DS10', 'H1FS11', 'H1EE5', 'H2FS18', 'H1DS13', 'H1FS19', 'H1GH52', 'H2DS12', 'H1PF4', 'H1FS14', 'H1PF23', 'H1DS7', 'H2FV3', 'H2PF8', 'S62R', 'H1FS18'],63,38,24
197,0.7322274881516587,['H2ED17', 'H1FS9', 'H2WP5', 'H2TO1', 'H2TO30', 'H1DS11', 'H2PF21', 'H2PF17', 'H2GH26', 'H1FS6', 'H1GH17', 'H2TO25', 'H2WP13', 'H2PF1', 'H2PF27', 'H2FS4', 'H1ED15', 'H1IR12', 'H1PF34', 'H2GH22', 'H2WP2', 'H1FS8', 'H2PF22', 'H2DS11', 'S60O', 'H1TO3', 'H1WP14', 'H1PF32', 'H1ED17', 'H2PF31', 'H1PF26', 'H2DS7', 'H2PF32', 'H1FS13', 'H1DS10', 'H1FS11', 'H1EE5', 'H2FS18', 'H1DS13', 'H1FS19', 'H1GH52', 'H2DS12', 'H1PF4', 'H1FS14', 'H1PF23', 'H1DS7', 'H2FV3', 'H2PF8', 'S62R', 'H1FS18'],63,38,24
198,0.7322274881516587,['H2ED17', 'H1FS9', 'H2WP5', 'H2TO1', 'H2TO30', 'H1DS11', 'H2PF21', 'H2PF17', 'H2GH26', 'H1FS6', 'H1GH17', 'H2TO25', 'H2WP13', 'H2PF1', 'H2PF27', 'H2FS4', 'H1ED15', 'H1IR12', 'H1PF34', 'H2GH22', 'H2WP2', 'H1FS8', 'H2PF22', 'H2DS11', 'S60O', 'H1TO3', 'H1WP14', 'H1PF32', 'H1ED17', 'H2PF31', 'H1PF26', 'H2DS7', 'H2PF32', 'H1FS13', 'H1DS10', 'H1FS11', 'H1EE5', 'H2FS18', 'H1DS13', 'H1FS19', 'H1GH52', 'H2DS12', 'H1PF4', 'H1FS14', 'H1PF23', 'H1DS7', 'H2FV3', 'H2PF8', 'S62R', 'H1FS18'],63,38,24
199,0.7322274881516587,['H2ED17', 'H1FS9', 'H2WP5', 'H2TO1', 'H2TO30', 'H1DS11', 'H2PF21', 'H2PF17', 'H2GH26', 'H1FS6', 'H1GH17', 'H2TO25', 'H2WP13', 'H2PF1', 'H2PF27', 'H2FS4', 'H1ED15', 'H1IR12', 'H1PF34', 'H2GH22', 'H2WP2', 'H1FS8', 'H2PF22', 'H2DS11', 'S60O', 'H1TO3', 'H1WP14', 'H1PF32', 'H1ED17', 'H2PF31', 'H1PF26', 'H2DS7', 'H2PF32', 'H1FS13', 'H1DS10', 'H1FS11', 'H1EE5', 'H2FS18', 'H1DS13', 'H1FS19', 'H1GH52', 'H2DS12', 'H1PF4', 'H1FS14', 'H1PF23', 'H1DS7', 'H2FV3', 'H2PF8', 'S62R', 'H1FS18'],63,38,24
200,0.7322274881516587,['H2ED17', 'H1FS9', 'H2WP5', 'H2TO1', 'H2TO30', 'H1DS11', 'H2PF21', 'H2PF17', 'H2GH26', 'H1FS6', 'H1GH17', 'H2TO25', 'H2WP13', 'H2PF1', 'H2PF27', 'H2FS4', 'H1ED15', 'H1IR12', 'H1PF34', 'H2GH22', 'H2WP2', 'H1FS8', 'H2PF22', 'H2DS11', 'S60O', 'H1TO3', 'H1WP14', 'H1PF32', 'H1ED17', 'H2PF31', 'H1PF26', 'H2DS7', 'H2PF32', 'H1FS13', 'H1DS10', 'H1FS11', 'H1EE5', 'H2FS18', 'H1DS13', 'H1FS19', 'H1GH52', 'H2DS12', 'H1PF4', 'H1FS14', 'H1PF23', 'H1DS7', 'H2FV3', 'H2PF8', 'S62R', 'H1FS18'],63,38,24
201,0.7322274881516587,['H2ED17', 'H1FS9', 'H2WP5', 'H2TO1', 'H2TO30', 'H1DS11', 'H2PF21', 'H2PF17', 'H2GH26', 'H1FS6', 'H1GH17', 'H2TO25', 'H2WP13', 'H2PF1', 'H2PF27', 'H2FS4', 'H1ED15', 'H1IR12', 'H1PF34', 'H2GH22', 'H2WP2', 'H1FS8', 'H2PF22', 'H2DS11', 'S60O', 'H1TO3', 'H1WP14', 'H1PF32', 'H1ED17', 'H2PF31', 'H1PF26', 'H2DS7', 'H2PF32', 'H1FS13', 'H1DS10', 'H1FS11', 'H1EE5', 'H2FS18', 'H1DS13', 'H1FS19', 'H1GH52', 'H2DS12', 'H1PF4', 'H1FS14', 'H1PF23', 'H1DS7', 'H2FV3', 'H2PF8', 'S62R', 'H1FS18'],63,38,24
