curr_gen,fitness,genome,min_samples_leaf,min_samples_split,max_features
253,0.7322274881516587,['H1FS17', 'H1PF10', 'H2FV7', 'H1DA2', 'H2DS14', 'H2FS16', 'H1PF16', 'H1WP6', 'H1TO9', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1GH17', 'H2PR5', 'H1ED18', 'H1FS6', 'H2PF13', 'H1PF16', 'H2SE4', 'H1DS9', 'H1WP5', 'H1FS14', 'H1TO1', 'H2DS2', 'H1PF23', 'H2FS3', 'H1FS4', 'H2FV6', 'H1GH29', 'S62R', 'H1EE7', 'H2DS5', 'H1GH19', 'H1ED9', 'H2FS6', 'H1PF25', 'H2FS15', 'H1GH18', 'H1TO3', 'H2DS9', 'H2TO15', 'H2PR3', 'H2DS6', 'H1ED19'],83,7,21
254,0.7322274881516587,['H1FS17', 'H1PF10', 'H2FV7', 'H1DA2', 'H2DS14', 'H2FS16', 'H1PF16', 'H1WP6', 'H1TO9', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1GH17', 'H2PR5', 'H1ED18', 'H1FS6', 'H2PF13', 'H1PF16', 'H2SE4', 'H1DS9', 'H1WP5', 'H1FS14', 'H1TO1', 'H2DS2', 'H1PF23', 'H2FS3', 'H1FS4', 'H2FV6', 'H1GH29', 'S62R', 'H1EE7', 'H2DS5', 'H1GH19', 'H1ED9', 'H2FS6', 'H1PF25', 'H2FS15', 'H1GH18', 'H1TO3', 'H2DS9', 'H2TO15', 'H2PR3', 'H2DS6', 'H1ED19'],83,7,21
255,0.7322274881516587,['H1FS17', 'H1PF10', 'H2FV7', 'H1DA2', 'H2DS14', 'H2FS16', 'H1PF16', 'H1WP6', 'H1TO9', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1GH17', 'H2PR5', 'H1ED18', 'H1FS6', 'H2PF13', 'H1PF16', 'H2SE4', 'H1DS9', 'H1WP5', 'H1FS14', 'H1TO1', 'H2DS2', 'H1PF23', 'H2FS3', 'H1FS4', 'H2FV6', 'H1GH29', 'S62R', 'H1EE7', 'H2DS5', 'H1GH19', 'H1ED9', 'H2FS6', 'H1PF25', 'H2FS15', 'H1GH18', 'H1TO3', 'H2DS9', 'H2TO15', 'H2PR3', 'H2DS6', 'H1ED19'],83,7,21
256,0.7322274881516587,['H1FS17', 'H1PF10', 'H2FV7', 'H1DA2', 'H2DS14', 'H2FS16', 'H1PF16', 'H1WP6', 'H1TO9', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1GH17', 'H2PR5', 'H1ED18', 'H1FS6', 'H2PF13', 'H1PF16', 'H2SE4', 'H1DS9', 'H1WP5', 'H1FS14', 'H1TO1', 'H2DS2', 'H1PF23', 'H2FS3', 'H1FS4', 'H2FV6', 'H1GH29', 'S62R', 'H1EE7', 'H2DS5', 'H1GH19', 'H1ED9', 'H2FS6', 'H1PF25', 'H2FS15', 'H1GH18', 'H1TO3', 'H2DS9', 'H2TO15', 'H2PR3', 'H2DS6', 'H1ED19'],83,7,21
257,0.7322274881516587,['H1FS17', 'H1PF10', 'H2FV7', 'H1DA2', 'H2DS14', 'H2FS16', 'H1PF16', 'H1WP6', 'H1TO9', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1GH17', 'H2PR5', 'H1ED18', 'H1FS6', 'H2PF13', 'H1PF16', 'H2SE4', 'H1DS9', 'H1WP5', 'H1FS14', 'H1TO1', 'H2DS2', 'H1PF23', 'H2FS3', 'H1FS4', 'H2FV6', 'H1GH29', 'S62R', 'H1EE7', 'H2DS5', 'H1GH19', 'H1ED9', 'H2FS6', 'H1PF25', 'H2FS15', 'H1GH18', 'H1TO3', 'H2DS9', 'H2TO15', 'H2PR3', 'H2DS6', 'H1ED19'],83,7,21
258,0.7322274881516587,['H1FS17', 'H1PF10', 'H2FV7', 'H1DA2', 'H2DS14', 'H2FS16', 'H1PF16', 'H1WP6', 'H1TO9', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1GH17', 'H2PR5', 'H1ED18', 'H1FS6', 'H2PF13', 'H1PF16', 'H2SE4', 'H1DS9', 'H1WP5', 'H1FS14', 'H1TO1', 'H2DS2', 'H1PF23', 'H2FS3', 'H1FS4', 'H2FV6', 'H1GH29', 'S62R', 'H1EE7', 'H2DS5', 'H1GH19', 'H1ED9', 'H2FS6', 'H1PF25', 'H2FS15', 'H1GH18', 'H1TO3', 'H2DS9', 'H2TO15', 'H2PR3', 'H2DS6', 'H1ED19'],83,7,21
259,0.7322274881516587,['H1FS17', 'H1PF10', 'H2FV7', 'H1DA2', 'H2DS14', 'H2FS16', 'H1PF16', 'H1WP6', 'H1TO9', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1GH17', 'H2PR5', 'H1ED18', 'H1FS6', 'H2PF13', 'H1PF16', 'H2SE4', 'H1DS9', 'H1WP5', 'H1FS14', 'H1TO1', 'H2DS2', 'H1PF23', 'H2FS3', 'H1FS4', 'H2FV6', 'H1GH29', 'S62R', 'H1EE7', 'H2DS5', 'H1GH19', 'H1ED9', 'H2FS6', 'H1PF25', 'H2FS15', 'H1GH18', 'H1TO3', 'H2DS9', 'H2TO15', 'H2PR3', 'H2DS6', 'H1ED19'],83,7,21
260,0.7322274881516587,['H1FS17', 'H1PF10', 'H2FV7', 'H1DA2', 'H2DS14', 'H2FS16', 'H1PF16', 'H1WP6', 'H1TO9', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1GH17', 'H2PR5', 'H1ED18', 'H1FS6', 'H2PF13', 'H1PF16', 'H2SE4', 'H1DS9', 'H1WP5', 'H1FS14', 'H1TO1', 'H2DS2', 'H1PF23', 'H2FS3', 'H1FS4', 'H2FV6', 'H1GH29', 'S62R', 'H1EE7', 'H2DS5', 'H1GH19', 'H1ED9', 'H2FS6', 'H1PF25', 'H2FS15', 'H1GH18', 'H1TO3', 'H2DS9', 'H2TO15', 'H2PR3', 'H2DS6', 'H1ED19'],83,7,21
261,0.7322274881516587,['H1FS17', 'H1PF10', 'H2FV7', 'H1DA2', 'H2DS14', 'H2FS16', 'H1PF16', 'H1WP6', 'H1TO9', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1GH17', 'H2PR5', 'H1ED18', 'H1FS6', 'H2PF13', 'H1PF16', 'H2SE4', 'H1DS9', 'H1WP5', 'H1FS14', 'H1TO1', 'H2DS2', 'H1PF23', 'H2FS3', 'H1FS4', 'H2FV6', 'H1GH29', 'S62R', 'H1EE7', 'H2DS5', 'H1GH19', 'H1ED9', 'H2FS6', 'H1PF25', 'H2FS15', 'H1GH18', 'H1TO3', 'H2DS9', 'H2TO15', 'H2PR3', 'H2DS6', 'H1ED19'],83,7,21
262,0.7322274881516587,['H1FS17', 'H1PF10', 'H2FV7', 'H1DA2', 'H2DS14', 'H2FS16', 'H1PF16', 'H1WP6', 'H1TO9', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1GH17', 'H2PR5', 'H1ED18', 'H1FS6', 'H2PF13', 'H1PF16', 'H2SE4', 'H1DS9', 'H1WP5', 'H1FS14', 'H1TO1', 'H2DS2', 'H1PF23', 'H2FS3', 'H1FS4', 'H2FV6', 'H1GH29', 'S62R', 'H1EE7', 'H2DS5', 'H1GH19', 'H1ED9', 'H2FS6', 'H1PF25', 'H2FS15', 'H1GH18', 'H1TO3', 'H2DS9', 'H2TO15', 'H2PR3', 'H2DS6', 'H1ED19'],83,7,21
263,0.7322274881516587,['H1FS17', 'H1PF10', 'H2FV7', 'H1DA2', 'H2DS14', 'H2FS16', 'H1PF16', 'H1WP6', 'H1TO9', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1GH17', 'H2PR5', 'H1ED18', 'H1FS6', 'H2PF13', 'H1PF16', 'H2SE4', 'H1DS9', 'H1WP5', 'H1FS14', 'H1TO1', 'H2DS2', 'H1PF23', 'H2FS3', 'H1FS4', 'H2FV6', 'H1GH29', 'S62R', 'H1EE7', 'H2DS5', 'H1GH19', 'H1ED9', 'H2FS6', 'H1PF25', 'H2FS15', 'H1GH18', 'H1TO3', 'H2DS9', 'H2TO15', 'H2PR3', 'H2DS6', 'H1ED19'],83,7,21
264,0.7322274881516587,['H1FS17', 'H1PF10', 'H2FV7', 'H1DA2', 'H2DS14', 'H2FS16', 'H1PF16', 'H1WP6', 'H1TO9', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1GH17', 'H2PR5', 'H1ED18', 'H1FS6', 'H2PF13', 'H1PF16', 'H2SE4', 'H1DS9', 'H1WP5', 'H1FS14', 'H1TO1', 'H2DS2', 'H1PF23', 'H2FS3', 'H1FS4', 'H2FV6', 'H1GH29', 'S62R', 'H1EE7', 'H2DS5', 'H1GH19', 'H1ED9', 'H2FS6', 'H1PF25', 'H2FS15', 'H1GH18', 'H1TO3', 'H2DS9', 'H2TO15', 'H2PR3', 'H2DS6', 'H1ED19'],83,7,21
265,0.7322274881516587,['H1FS17', 'H1PF10', 'H2FV7', 'H1DA2', 'H2DS14', 'H2FS16', 'H1PF16', 'H1WP6', 'H1TO9', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1GH17', 'H2PR5', 'H1ED18', 'H1FS6', 'H2PF13', 'H1PF16', 'H2SE4', 'H1DS9', 'H1WP5', 'H1FS14', 'H1TO1', 'H2DS2', 'H1PF23', 'H2FS3', 'H1FS4', 'H2FV6', 'H1GH29', 'S62R', 'H1EE7', 'H2DS5', 'H1GH19', 'H1ED9', 'H2FS6', 'H1PF25', 'H2FS15', 'H1GH18', 'H1TO3', 'H2DS9', 'H2TO15', 'H2PR3', 'H2DS6', 'H1ED19'],83,7,21
266,0.7322274881516587,['H1FS17', 'H1PF10', 'H2FV7', 'H1DA2', 'H2DS14', 'H2FS16', 'H1PF16', 'H1WP6', 'H1TO9', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1GH17', 'H2PR5', 'H1ED18', 'H1FS6', 'H2PF13', 'H1PF16', 'H2SE4', 'H1DS9', 'H1WP5', 'H1FS14', 'H1TO1', 'H2DS2', 'H1PF23', 'H2FS3', 'H1FS4', 'H2FV6', 'H1GH29', 'S62R', 'H1EE7', 'H2DS5', 'H1GH19', 'H1ED9', 'H2FS6', 'H1PF25', 'H2FS15', 'H1GH18', 'H1TO3', 'H2DS9', 'H2TO15', 'H2PR3', 'H2DS6', 'H1ED19'],83,7,21
267,0.7322274881516587,['H1FS17', 'H1PF10', 'H2FV7', 'H1DA2', 'H2DS14', 'H2FS16', 'H1PF16', 'H1WP6', 'H1TO9', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1GH17', 'H2PR5', 'H1ED18', 'H1FS6', 'H2PF13', 'H1PF16', 'H2SE4', 'H1DS9', 'H1WP5', 'H1FS14', 'H1TO1', 'H2DS2', 'H1PF23', 'H2FS3', 'H1FS4', 'H2FV6', 'H1GH29', 'S62R', 'H1EE7', 'H2DS5', 'H1GH19', 'H1ED9', 'H2FS6', 'H1PF25', 'H2FS15', 'H1GH18', 'H1TO3', 'H2DS9', 'H2TO15', 'H2PR3', 'H2DS6', 'H1ED19'],83,7,21
268,0.7322274881516587,['H1FS17', 'H1PF10', 'H2FV7', 'H1DA2', 'H2DS14', 'H2FS16', 'H1PF16', 'H1WP6', 'H1TO9', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1GH17', 'H2PR5', 'H1ED18', 'H1FS6', 'H2PF13', 'H1PF16', 'H2SE4', 'H1DS9', 'H1WP5', 'H1FS14', 'H1TO1', 'H2DS2', 'H1PF23', 'H2FS3', 'H1FS4', 'H2FV6', 'H1GH29', 'S62R', 'H1EE7', 'H2DS5', 'H1GH19', 'H1ED9', 'H2FS6', 'H1PF25', 'H2FS15', 'H1GH18', 'H1TO3', 'H2DS9', 'H2TO15', 'H2PR3', 'H2DS6', 'H1ED19'],83,7,21
269,0.7322274881516587,['H1FS17', 'H1PF10', 'H2FV7', 'H1DA2', 'H2DS14', 'H2FS16', 'H1PF16', 'H1WP6', 'H1TO9', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1GH17', 'H2PR5', 'H1ED18', 'H1FS6', 'H2PF13', 'H1PF16', 'H2SE4', 'H1DS9', 'H1WP5', 'H1FS14', 'H1TO1', 'H2DS2', 'H1PF23', 'H2FS3', 'H1FS4', 'H2FV6', 'H1GH29', 'S62R', 'H1EE7', 'H2DS5', 'H1GH19', 'H1ED9', 'H2FS6', 'H1PF25', 'H2FS15', 'H1GH18', 'H1TO3', 'H2DS9', 'H2TO15', 'H2PR3', 'H2DS6', 'H1ED19'],83,7,21
270,0.7322274881516587,['H1FS17', 'H1PF10', 'H2FV7', 'H1DA2', 'H2DS14', 'H2FS16', 'H1PF16', 'H1WP6', 'H1TO9', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1GH17', 'H2PR5', 'H1ED18', 'H1FS6', 'H2PF13', 'H1PF16', 'H2SE4', 'H1DS9', 'H1WP5', 'H1FS14', 'H1TO1', 'H2DS2', 'H1PF23', 'H2FS3', 'H1FS4', 'H2FV6', 'H1GH29', 'S62R', 'H1EE7', 'H2DS5', 'H1GH19', 'H1ED9', 'H2FS6', 'H1PF25', 'H2FS15', 'H1GH18', 'H1TO3', 'H2DS9', 'H2TO15', 'H2PR3', 'H2DS6', 'H1ED19'],83,7,21
271,0.7322274881516587,['H1FS17', 'H1PF10', 'H2FV7', 'H1DA2', 'H2DS14', 'H2FS16', 'H1PF16', 'H1WP6', 'H1TO9', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1GH17', 'H2PR5', 'H1ED18', 'H1FS6', 'H2PF13', 'H1PF16', 'H2SE4', 'H1DS9', 'H1WP5', 'H1FS14', 'H1TO1', 'H2DS2', 'H1PF23', 'H2FS3', 'H1FS4', 'H2FV6', 'H1GH29', 'S62R', 'H1EE7', 'H2DS5', 'H1GH19', 'H1ED9', 'H2FS6', 'H1PF25', 'H2FS15', 'H1GH18', 'H1TO3', 'H2DS9', 'H2TO15', 'H2PR3', 'H2DS6', 'H1ED19'],83,7,21
272,0.7322274881516587,['H1FS17', 'H1PF10', 'H2FV7', 'H1DA2', 'H2DS14', 'H2FS16', 'H1PF16', 'H1WP6', 'H1TO9', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1GH17', 'H2PR5', 'H1ED18', 'H1FS6', 'H2PF13', 'H1PF16', 'H2SE4', 'H1DS9', 'H1WP5', 'H1FS14', 'H1TO1', 'H2DS2', 'H1PF23', 'H2FS3', 'H1FS4', 'H2FV6', 'H1GH29', 'S62R', 'H1EE7', 'H2DS5', 'H1GH19', 'H1ED9', 'H2FS6', 'H1PF25', 'H2FS15', 'H1GH18', 'H1TO3', 'H2DS9', 'H2TO15', 'H2PR3', 'H2DS6', 'H1ED19'],83,7,21
273,0.7322274881516587,['H1FS17', 'H1PF10', 'H2FV7', 'H1DA2', 'H2DS14', 'H2FS16', 'H1PF16', 'H1WP6', 'H1TO9', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1GH17', 'H2PR5', 'H1ED18', 'H1FS6', 'H2PF13', 'H1PF16', 'H2SE4', 'H1DS9', 'H1WP5', 'H1FS14', 'H1TO1', 'H2DS2', 'H1PF23', 'H2FS3', 'H1FS4', 'H2FV6', 'H1GH29', 'S62R', 'H1EE7', 'H2DS5', 'H1GH19', 'H1ED9', 'H2FS6', 'H1PF25', 'H2FS15', 'H1GH18', 'H1TO3', 'H2DS9', 'H2TO15', 'H2PR3', 'H2DS6', 'H1ED19'],83,7,21
274,0.7322274881516587,['H1FS17', 'H1PF10', 'H2FV7', 'H1DA2', 'H2DS14', 'H2FS16', 'H1PF16', 'H1WP6', 'H1TO9', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1GH17', 'H2PR5', 'H1ED18', 'H1FS6', 'H2PF13', 'H1PF16', 'H2SE4', 'H1DS9', 'H1WP5', 'H1FS14', 'H1TO1', 'H2DS2', 'H1PF23', 'H2FS3', 'H1FS4', 'H2FV6', 'H1GH29', 'S62R', 'H1EE7', 'H2DS5', 'H1GH19', 'H1ED9', 'H2FS6', 'H1PF25', 'H2FS15', 'H1GH18', 'H1TO3', 'H2DS9', 'H2TO15', 'H2PR3', 'H2DS6', 'H1ED19'],83,7,21
275,0.7322274881516587,['H1FS17', 'H1PF10', 'H2FV7', 'H1DA2', 'H2DS14', 'H2FS16', 'H1PF16', 'H1WP6', 'H1TO9', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1GH17', 'H2PR5', 'H1ED18', 'H1FS6', 'H2PF13', 'H1PF16', 'H2SE4', 'H1DS9', 'H1WP5', 'H1FS14', 'H1TO1', 'H2DS2', 'H1PF23', 'H2FS3', 'H1FS4', 'H2FV6', 'H1GH29', 'S62R', 'H1EE7', 'H2DS5', 'H1GH19', 'H1ED9', 'H2FS6', 'H1PF25', 'H2FS15', 'H1GH18', 'H1TO3', 'H2DS9', 'H2TO15', 'H2PR3', 'H2DS6', 'H1ED19'],83,7,21
276,0.7322274881516587,['H1FS17', 'H1PF10', 'H2FV7', 'H1DA2', 'H2DS14', 'H2FS16', 'H1PF16', 'H1WP6', 'H1TO9', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1GH17', 'H2PR5', 'H1ED18', 'H1FS6', 'H2PF13', 'H1PF16', 'H2SE4', 'H1DS9', 'H1WP5', 'H1FS14', 'H1TO1', 'H2DS2', 'H1PF23', 'H2FS3', 'H1FS4', 'H2FV6', 'H1GH29', 'S62R', 'H1EE7', 'H2DS5', 'H1GH19', 'H1ED9', 'H2FS6', 'H1PF25', 'H2FS15', 'H1GH18', 'H1TO3', 'H2DS9', 'H2TO15', 'H2PR3', 'H2DS6', 'H1ED19'],83,7,21
277,0.7322274881516587,['H1FS17', 'H1PF10', 'H2FV7', 'H1DA2', 'H2DS14', 'H2FS16', 'H1PF16', 'H1WP6', 'H1TO9', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1GH17', 'H2PR5', 'H1ED18', 'H1FS6', 'H2PF13', 'H1PF16', 'H2SE4', 'H1DS9', 'H1WP5', 'H1FS14', 'H1TO1', 'H2DS2', 'H1PF23', 'H2FS3', 'H1FS4', 'H2FV6', 'H1GH29', 'S62R', 'H1EE7', 'H2DS5', 'H1GH19', 'H1ED9', 'H2FS6', 'H1PF25', 'H2FS15', 'H1GH18', 'H1TO3', 'H2DS9', 'H2TO15', 'H2PR3', 'H2DS6', 'H1ED19'],83,7,21
278,0.7322274881516587,['H1FS17', 'H1PF10', 'H2FV7', 'H1DA2', 'H2DS14', 'H2FS16', 'H1PF16', 'H1WP6', 'H1TO9', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1GH17', 'H2PR5', 'H1ED18', 'H1FS6', 'H2PF13', 'H1PF16', 'H2SE4', 'H1DS9', 'H1WP5', 'H1FS14', 'H1TO1', 'H2DS2', 'H1PF23', 'H2FS3', 'H1FS4', 'H2FV6', 'H1GH29', 'S62R', 'H1EE7', 'H2DS5', 'H1GH19', 'H1ED9', 'H2FS6', 'H1PF25', 'H2FS15', 'H1GH18', 'H1TO3', 'H2DS9', 'H2TO15', 'H2PR3', 'H2DS6', 'H1ED19'],83,7,21
279,0.7322274881516587,['H1FS17', 'H1PF10', 'H2FV7', 'H1DA2', 'H2DS14', 'H2FS16', 'H1PF16', 'H1WP6', 'H1TO9', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1GH17', 'H2PR5', 'H1ED18', 'H1FS6', 'H2PF13', 'H1PF16', 'H2SE4', 'H1DS9', 'H1WP5', 'H1FS14', 'H1TO1', 'H2DS2', 'H1PF23', 'H2FS3', 'H1FS4', 'H2FV6', 'H1GH29', 'S62R', 'H1EE7', 'H2DS5', 'H1GH19', 'H1ED9', 'H2FS6', 'H1PF25', 'H2FS15', 'H1GH18', 'H1TO3', 'H2DS9', 'H2TO15', 'H2PR3', 'H2DS6', 'H1ED19'],83,7,21
280,0.7322274881516587,['H1FS17', 'H1PF10', 'H2FV7', 'H1DA2', 'H2DS14', 'H2FS16', 'H1PF16', 'H1WP6', 'H1TO9', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1GH17', 'H2PR5', 'H1ED18', 'H1FS6', 'H2PF13', 'H1PF16', 'H2SE4', 'H1DS9', 'H1WP5', 'H1FS14', 'H1TO1', 'H2DS2', 'H1PF23', 'H2FS3', 'H1FS4', 'H2FV6', 'H1GH29', 'S62R', 'H1EE7', 'H2DS5', 'H1GH19', 'H1ED9', 'H2FS6', 'H1PF25', 'H2FS15', 'H1GH18', 'H1TO3', 'H2DS9', 'H2TO15', 'H2PR3', 'H2DS6', 'H1ED19'],83,7,21
281,0.7322274881516587,['H1FS17', 'H1PF10', 'H2FV7', 'H1DA2', 'H2DS14', 'H2FS16', 'H1PF16', 'H1WP6', 'H1TO9', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1GH17', 'H2PR5', 'H1ED18', 'H1FS6', 'H2PF13', 'H1PF16', 'H2SE4', 'H1DS9', 'H1WP5', 'H1FS14', 'H1TO1', 'H2DS2', 'H1PF23', 'H2FS3', 'H1FS4', 'H2FV6', 'H1GH29', 'S62R', 'H1EE7', 'H2DS5', 'H1GH19', 'H1ED9', 'H2FS6', 'H1PF25', 'H2FS15', 'H1GH18', 'H1TO3', 'H2DS9', 'H2TO15', 'H2PR3', 'H2DS6', 'H1ED19'],83,7,21
282,0.7322274881516587,['H1FS17', 'H1PF10', 'H2FV7', 'H1DA2', 'H2DS14', 'H2FS16', 'H1PF16', 'H1WP6', 'H1TO9', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1GH17', 'H2PR5', 'H1ED18', 'H1FS6', 'H2PF13', 'H1PF16', 'H2SE4', 'H1DS9', 'H1WP5', 'H1FS14', 'H1TO1', 'H2DS2', 'H1PF23', 'H2FS3', 'H1FS4', 'H2FV6', 'H1GH29', 'S62R', 'H1EE7', 'H2DS5', 'H1GH19', 'H1ED9', 'H2FS6', 'H1PF25', 'H2FS15', 'H1GH18', 'H1TO3', 'H2DS9', 'H2TO15', 'H2PR3', 'H2DS6', 'H1ED19'],83,7,21
283,0.7322274881516587,['H1FS17', 'H1PF10', 'H2FV7', 'H1DA2', 'H2DS14', 'H2FS16', 'H1PF16', 'H1WP6', 'H1TO9', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1GH17', 'H2PR5', 'H1ED18', 'H1FS6', 'H2PF13', 'H1PF16', 'H2SE4', 'H1DS9', 'H1WP5', 'H1FS14', 'H1TO1', 'H2DS2', 'H1PF23', 'H2FS3', 'H1FS4', 'H2FV6', 'H1GH29', 'S62R', 'H1EE7', 'H2DS5', 'H1GH19', 'H1ED9', 'H2FS6', 'H1PF25', 'H2FS15', 'H1GH18', 'H1TO3', 'H2DS9', 'H2TO15', 'H2PR3', 'H2DS6', 'H1ED19'],83,7,21
284,0.7322274881516587,['H1FS17', 'H1PF10', 'H2FV7', 'H1DA2', 'H2DS14', 'H2FS16', 'H1PF16', 'H1WP6', 'H1TO9', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1GH17', 'H2PR5', 'H1ED18', 'H1FS6', 'H2PF13', 'H1PF16', 'H2SE4', 'H1DS9', 'H1WP5', 'H1FS14', 'H1TO1', 'H2DS2', 'H1PF23', 'H2FS3', 'H1FS4', 'H2FV6', 'H1GH29', 'S62R', 'H1EE7', 'H2DS5', 'H1GH19', 'H1ED9', 'H2FS6', 'H1PF25', 'H2FS15', 'H1GH18', 'H1TO3', 'H2DS9', 'H2TO15', 'H2PR3', 'H2DS6', 'H1ED19'],83,7,21
285,0.7322274881516587,['H1FS17', 'H1PF10', 'H2FV7', 'H1DA2', 'H2DS14', 'H2FS16', 'H1PF16', 'H1WP6', 'H1TO9', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1GH17', 'H2PR5', 'H1ED18', 'H1FS6', 'H2PF13', 'H1PF16', 'H2SE4', 'H1DS9', 'H1WP5', 'H1FS14', 'H1TO1', 'H2DS2', 'H1PF23', 'H2FS3', 'H1FS4', 'H2FV6', 'H1GH29', 'S62R', 'H1EE7', 'H2DS5', 'H1GH19', 'H1ED9', 'H2FS6', 'H1PF25', 'H2FS15', 'H1GH18', 'H1TO3', 'H2DS9', 'H2TO15', 'H2PR3', 'H2DS6', 'H1ED19'],83,7,21
286,0.7322274881516587,['H1FS17', 'H1PF10', 'H2FV7', 'H1DA2', 'H2DS14', 'H2FS16', 'H1PF16', 'H1WP6', 'H1TO9', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1GH17', 'H2PR5', 'H1ED18', 'H1FS6', 'H2PF13', 'H1PF16', 'H2SE4', 'H1DS9', 'H1WP5', 'H1FS14', 'H1TO1', 'H2DS2', 'H1PF23', 'H2FS3', 'H1FS4', 'H2FV6', 'H1GH29', 'S62R', 'H1EE7', 'H2DS5', 'H1GH19', 'H1ED9', 'H2FS6', 'H1PF25', 'H2FS15', 'H1GH18', 'H1TO3', 'H2DS9', 'H2TO15', 'H2PR3', 'H2DS6', 'H1ED19'],83,7,21
287,0.7322274881516587,['H1FS17', 'H1PF10', 'H2FV7', 'H1DA2', 'H2DS14', 'H2FS16', 'H1PF16', 'H1WP6', 'H1TO9', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1GH17', 'H2PR5', 'H1ED18', 'H1FS6', 'H2PF13', 'H1PF16', 'H2SE4', 'H1DS9', 'H1WP5', 'H1FS14', 'H1TO1', 'H2DS2', 'H1PF23', 'H2FS3', 'H1FS4', 'H2FV6', 'H1GH29', 'S62R', 'H1EE7', 'H2DS5', 'H1GH19', 'H1ED9', 'H2FS6', 'H1PF25', 'H2FS15', 'H1GH18', 'H1TO3', 'H2DS9', 'H2TO15', 'H2PR3', 'H2DS6', 'H1ED19'],83,7,21
288,0.7322274881516587,['H1FS17', 'H1PF10', 'H2FV7', 'H1DA2', 'H2DS14', 'H2FS16', 'H1PF16', 'H1WP6', 'H1TO9', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1GH17', 'H2PR5', 'H1ED18', 'H1FS6', 'H2PF13', 'H1PF16', 'H2SE4', 'H1DS9', 'H1WP5', 'H1FS14', 'H1TO1', 'H2DS2', 'H1PF23', 'H2FS3', 'H1FS4', 'H2FV6', 'H1GH29', 'S62R', 'H1EE7', 'H2DS5', 'H1GH19', 'H1ED9', 'H2FS6', 'H1PF25', 'H2FS15', 'H1GH18', 'H1TO3', 'H2DS9', 'H2TO15', 'H2PR3', 'H2DS6', 'H1ED19'],83,7,21
289,0.7322274881516587,['H1FS17', 'H1PF10', 'H2FV7', 'H1DA2', 'H2DS14', 'H2FS16', 'H1PF16', 'H1WP6', 'H1TO9', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1GH17', 'H2PR5', 'H1ED18', 'H1FS6', 'H2PF13', 'H1PF16', 'H2SE4', 'H1DS9', 'H1WP5', 'H1FS14', 'H1TO1', 'H2DS2', 'H1PF23', 'H2FS3', 'H1FS4', 'H2FV6', 'H1GH29', 'S62R', 'H1EE7', 'H2DS5', 'H1GH19', 'H1ED9', 'H2FS6', 'H1PF25', 'H2FS15', 'H1GH18', 'H1TO3', 'H2DS9', 'H2TO15', 'H2PR3', 'H2DS6', 'H1ED19'],83,7,21
