curr_gen,fitness,genome,min_samples_leaf,min_samples_split,max_features
286,0.7186018957345972,['H1ED18', 'H1FS10', 'S60M', 'H2ED3', 'H2FS8', 'H1ED24', 'PC40', 'H1TO1', 'H2DS13', 'H1WP3', 'H2GH31', 'H1TO50', 'H2FS6', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'H2DS12', 'H1IR3', 'H2FV5', 'H1WP1', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2PF26', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF21', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],26,59,27
287,0.7186018957345972,['H1ED18', 'H1FS10', 'S60M', 'H2ED3', 'H2FS8', 'H1ED24', 'PC40', 'H1TO1', 'H2DS13', 'H1WP3', 'H2GH31', 'H1TO50', 'H2FS6', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'H2DS12', 'H1IR3', 'H2FV5', 'H1WP1', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2PF26', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF21', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],26,59,27
288,0.7186018957345972,['H1ED18', 'H1FS10', 'S60M', 'H2ED3', 'H2FS8', 'H1ED24', 'PC40', 'H1TO1', 'H2DS13', 'H1WP3', 'H2GH31', 'H1TO50', 'H2FS6', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'H2DS12', 'H1IR3', 'H2FV5', 'H1WP1', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2PF26', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF21', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],26,59,27
289,0.7186018957345972,['H1ED18', 'H1FS10', 'S60M', 'H2ED3', 'H2FS8', 'H1ED24', 'PC40', 'H1TO1', 'H2DS13', 'H1WP3', 'H2GH31', 'H1TO50', 'H2FS6', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'H2DS12', 'H1IR3', 'H2FV5', 'H1WP1', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2PF26', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF21', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],26,59,27
290,0.7186018957345972,['H1ED18', 'H1FS10', 'S60M', 'H2ED3', 'H2FS8', 'H1ED24', 'PC40', 'H1TO1', 'H2DS13', 'H1WP3', 'H2GH31', 'H1TO50', 'H2FS6', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'H2DS12', 'H1IR3', 'H2FV5', 'H1WP1', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2PF26', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF21', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],26,59,27
291,0.7186018957345972,['H1ED18', 'H1FS10', 'S60M', 'H2ED3', 'H2FS8', 'H1ED24', 'PC40', 'H1TO1', 'H2DS13', 'H1WP3', 'H2GH31', 'H1TO50', 'H2FS6', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'H2DS12', 'H1IR3', 'H2FV5', 'H1WP1', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2PF26', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF21', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],26,59,27
292,0.7186018957345972,['H1ED18', 'H1FS10', 'S60M', 'H2ED3', 'H2FS8', 'H1ED24', 'PC40', 'H1TO1', 'H2DS13', 'H1WP3', 'H2GH31', 'H1TO50', 'H2FS6', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'H2DS12', 'H1IR3', 'H2FV5', 'H1WP1', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2PF26', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF21', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],26,59,27
293,0.7186018957345972,['H1ED18', 'H1FS10', 'S60M', 'H2ED3', 'H2FS8', 'H1ED24', 'PC40', 'H1TO1', 'H2DS13', 'H1WP3', 'H2GH31', 'H1TO50', 'H2FS6', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'H2DS12', 'H1IR3', 'H2FV5', 'H1WP1', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2PF26', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF21', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],26,59,27
294,0.7186018957345972,['H1ED18', 'H1FS10', 'S60M', 'H2ED3', 'H2FS8', 'H1ED24', 'PC40', 'H1TO1', 'H2DS13', 'H1WP3', 'H2GH31', 'H1TO50', 'H2FS6', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'H2DS12', 'H1IR3', 'H2FV5', 'H1WP1', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2PF26', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF21', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],26,59,27
295,0.7186018957345972,['H1ED18', 'H1FS10', 'S60M', 'H2ED3', 'H2FS8', 'H1ED24', 'PC40', 'H1TO1', 'H2DS13', 'H1WP3', 'H2GH31', 'H1TO50', 'H2FS6', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'H2DS12', 'H1IR3', 'H2FV5', 'H1WP1', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2PF26', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF21', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],26,59,27
296,0.7191943127962085,['H1ED18', 'H1FS10', 'S60M', 'H2ED3', 'H2FS8', 'H1ED24', 'PC40', 'H1TO1', 'H2DS13', 'H1WP3', 'H2GH31', 'H1TO50', 'H2FS6', 'H1TO3', 'H2GH24', 'H2ED5', 'H2ED14', 'H2DS12', 'H1IR3', 'H2FV5', 'H1WP1', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2PF26', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF21', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],24,60,25
297,0.7191943127962085,['H1ED18', 'H1FS10', 'S60M', 'H2ED3', 'H2FS8', 'H1ED24', 'PC40', 'H1TO1', 'H2DS13', 'H1WP3', 'H2GH31', 'H1TO50', 'H2FS6', 'H1TO3', 'H2GH24', 'H2ED5', 'H2ED14', 'H2DS12', 'H1IR3', 'H2FV5', 'H1WP1', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2PF26', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF21', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],24,60,25
298,0.7191943127962085,['H1ED18', 'H1FS10', 'S60M', 'H2ED3', 'H2FS8', 'H1ED24', 'PC40', 'H1TO1', 'H2DS13', 'H1WP3', 'H2GH31', 'H1TO50', 'H2FS6', 'H1TO3', 'H2GH24', 'H2ED5', 'H2ED14', 'H2DS12', 'H1IR3', 'H2FV5', 'H1WP1', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2PF26', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF21', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],24,60,25
299,0.7191943127962085,['H1ED18', 'H1FS10', 'S60M', 'H2ED3', 'H2FS8', 'H1ED24', 'PC40', 'H1TO1', 'H2DS13', 'H1WP3', 'H2GH31', 'H1TO50', 'H2FS6', 'H1TO3', 'H2GH24', 'H2ED5', 'H2ED14', 'H2DS12', 'H1IR3', 'H2FV5', 'H1WP1', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2PF26', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF21', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],24,60,25
